datetime,price,equity,position,action,rsi,bb_width
2023-01-04 05:00:00,1922.0050717332458,100000.0,0,WAITING (L:0 S:0),44.4620502114377,0.04194999268850405
2023-01-04 06:00:00,1942.930016957345,100000.0,0,WAITING (L:0 S:0),50.57381745502454,0.039212269468192076
2023-01-04 07:00:00,1945.2258923269414,100000.0,0,WAITING (L:0 S:0),51.208259470768596,0.03899210309530103
2023-01-04 08:00:00,1943.2650053598713,100000.0,0,WAITING (L:0 S:0),50.61072038133423,0.03850513180639958
2023-01-04 09:00:00,1968.1586297760618,100000.0,0,WAITING (L:0 S:0),57.40583344245396,0.04033833016255192
2023-01-04 10:00:00,1984.8302733310197,100000.0,0,WAITING (L:0 S:0),61.250873585947105,0.04472536793136812
2023-01-04 11:00:00,2010.6405874538757,100000.0,0,WAITING (L:0 S:0),66.31989116061314,0.054567252049893954
2023-01-04 12:00:00,2030.9665568137232,100000.0,0,WAITING (L:0 S:0),69.6833474445452,0.06685851785763426
2023-01-04 13:00:00,2030.2178999161797,100000.0,0,WAITING (L:0 S:0),69.40840574229627,0.07610277251444245
2023-01-04 14:00:00,2025.4356559687246,100000.0,0,WAITING (L:0 S:0),67.5742902291601,0.08238466354704355
2023-01-04 15:00:00,2010.451411024724,100000.0,0,WAITING (L:0 S:0),62.04219566692407,0.08325765580331539
2023-01-04 16:00:00,2000.1496062423337,100000.0,0,WAITING (L:0 S:0),58.49650259415495,0.08031329036018059
2023-01-04 17:00:00,1963.0627041668122,100000.0,0,WAITING (L:0 S:0),47.88642978782071,0.07791503691935588
2023-01-04 18:00:00,1989.73354022313,100000.0,0,WAITING (L:0 S:0),54.30525405165621,0.07811510630684151
2023-01-04 19:00:00,1971.1099784431553,100000.0,0,WAITING (L:0 S:0),49.7017635142648,0.07809842593587293
2023-01-04 20:00:00,1949.287129641665,100000.0,0,WAITING (L:0 S:0),44.89875769543408,0.0787453342035036
2023-01-04 21:00:00,1952.788103826187,100000.0,0,WAITING (L:0 S:0),45.80360205848666,0.0786913554626094
2023-01-04 22:00:00,1962.4165199614406,100000.0,0,WAITING (L:0 S:0),48.31727365045006,0.07384519213812767
2023-01-04 23:00:00,1952.8376987959348,100000.0,0,WAITING (L:0 S:0),46.02998565748001,0.07043090379313638
2023-01-05 00:00:00,1962.1305429761908,100000.0,0,WAITING (L:1 S:0),48.573458032476424,0.0658239223562733
2023-01-05 01:00:00,1971.0775846038057,100000.0,0,WAITING (L:0 S:0),50.96929949168369,0.06063454265526756
2023-01-05 02:00:00,1978.9608218441858,100000.0,0,WAITING (L:0 S:0),53.044989603983105,0.058195995468754175
2023-01-05 03:00:00,1988.4379608234744,100000.0,0,WAITING (L:0 S:0),55.484821336688604,0.055793892032329234
2023-01-05 04:00:00,1975.3123796481684,100000.0,0,WAITING (L:0 S:0),51.49401489223755,0.052739048586195346
2023-01-05 05:00:00,2009.234903673418,100000.0,0,WAITING (L:1 S:0),59.5847198850044,0.05330833636661028
2023-01-05 06:00:00,2025.4805154824794,100000.0,0,WAITING (L:0 S:0),62.78604282418026,0.05613374454033435
2023-01-05 07:00:00,2008.2629782550375,100000.0,0,WAITING (L:0 S:0),57.58035771134216,0.055942488975239686
2023-01-05 08:00:00,2022.3827203374926,100000.0,0,WAITING (L:0 S:0),60.474578812518295,0.05466344391680682
2023-01-05 09:00:00,2022.492071618253,100000.0,0,WAITING (L:0 S:0),60.497057758361464,0.05348240709889619
2023-01-05 10:00:00,2018.9068599035431,100000.0,0,WAITING (L:0 S:0),59.30615898443505,0.05256441605513962
2023-01-05 11:00:00,2032.1061152063123,100000.0,0,WAITING (L:0 S:1),62.25228027212625,0.055443071100209136
2023-01-05 12:00:00,2024.1253735270345,100000.0,0,WAITING (L:0 S:0),59.449748974721174,0.0575537695243622
2023-01-05 13:00:00,2038.3078418143766,100000.0,0,WAITING (L:0 S:0),62.666293495589926,0.06010475529358419
2023-01-05 14:00:00,2062.3079689442106,100000.0,0,WAITING (L:0 S:0),67.38155399746034,0.06755416606095206
2023-01-05 15:00:00,2071.015521907137,100000.0,0,WAITING (L:0 S:0),68.91551905790958,0.07397278534460285
2023-01-05 16:00:00,2086.3931988969316,100000.0,0,WAITING (L:0 S:0),71.4674670610131,0.07861352026447577
2023-01-05 17:00:00,2102.414152005955,100000.0,0,WAITING (L:0 S:0),73.87395744064794,0.08427658657075839
2023-01-05 18:00:00,2056.437281532773,100000.0,0,WAITING (L:0 S:0),58.59928626921967,0.08205997367995033
2023-01-05 19:00:00,2044.4420505502364,100000.0,0,WAITING (L:0 S:0),55.38190669478143,0.07614057364061289
2023-01-05 20:00:00,2065.550510245608,100000.0,0,WAITING (L:0 S:0),59.58689511051565,0.07201766691365848
2023-01-05 21:00:00,2054.7553345839106,100000.0,0,WAITING (L:0 S:0),56.64663490856587,0.06712710815838635
2023-01-05 22:00:00,2049.937710679709,100000.0,0,WAITING (L:0 S:0),55.33438084326473,0.062177289158784566
2023-01-05 23:00:00,2073.8040808750793,100000.0,0,WAITING (L:0 S:0),60.24739048976682,0.05951534930772353
2023-01-06 00:00:00,2058.9241258839024,100000.0,0,WAITING (L:0 S:0),56.103892076027584,0.05113159478344845
2023-01-06 01:00:00,2067.459835067576,100000.0,0,WAITING (L:0 S:0),57.89287897578331,0.048844950967281246
2023-01-06 02:00:00,2060.8475467184644,100000.0,0,WAITING (L:0 S:0),55.989248532956196,0.047777248481899216
2023-01-06 03:00:00,2052.607287811147,100000.0,0,WAITING (L:0 S:0),53.62288519380157,0.04350879047016797
2023-01-06 04:00:00,2080.9477196628527,100000.0,0,WAITING (L:0 S:0),59.90014222536402,0.042617405095909715
2023-01-06 05:00:00,2101.3609881122816,100000.0,0,WAITING (L:0 S:0),63.71027911595825,0.04389935740860816
2023-01-06 06:00:00,2108.3668571411713,100000.0,0,WAITING (L:0 S:0),64.94147057134225,0.04431280171805048
2023-01-06 07:00:00,2120.516329600845,100000.0,0,WAITING (L:0 S:0),67.03045412201526,0.04780712112262528
2023-01-06 08:00:00,2133.212436459931,100000.0,0,WAITING (L:0 S:0),69.10233515451672,0.050682973421810065
2023-01-06 09:00:00,2122.3174766860066,100000.0,0,WAITING (L:0 S:0),65.30946709978238,0.051774488701062146
2023-01-06 10:00:00,2143.762415071786,100000.0,0,WAITING (L:0 S:0),68.92498274201505,0.05810280664386188
2023-01-06 11:00:00,2139.7228746938295,100000.0,0,WAITING (L:0 S:0),67.4979250524512,0.06261364011985693
2023-01-06 12:00:00,2168.6081267419663,100000.0,0,WAITING (L:0 S:0),71.96740557500047,0.07175734611565181
2023-01-06 13:00:00,2163.8330824590857,100000.0,0,WAITING (L:0 S:0),70.24766174520833,0.07815777667412382
2023-01-06 14:00:00,2184.9950088858536,100000.0,0,WAITING (L:0 S:0),73.29350334872487,0.08518397812282891
2023-01-06 15:00:00,2164.510367072977,100000.0,0,WAITING (L:0 S:0),66.22590337615318,0.0853898184864804
2023-01-06 16:00:00,2172.7677939330415,100000.0,0,WAITING (L:0 S:0),67.582908749853,0.0876755776346448
2023-01-06 17:00:00,2186.813350373764,100000.0,0,WAITING (L:0 S:0),69.80523767238816,0.08917715830815558
2023-01-06 18:00:00,2163.397314604369,100000.0,0,WAITING (L:0 S:0),62.15508556088227,0.0855545401087877
2023-01-06 19:00:00,2151.5795266360124,100000.0,0,WAITING (L:0 S:0),58.66095830329525,0.08321956207146135
2023-01-06 20:00:00,2148.617624162754,100000.0,0,WAITING (L:0 S:0),57.78417909717471,0.07770992697012861
2023-01-06 21:00:00,2158.466357715805,100000.0,0,WAITING (L:0 S:0),59.92888071184536,0.07282664384506271
2023-01-06 22:00:00,2125.2819013362505,100000.0,0,WAITING (L:0 S:0),50.600877427365795,0.06498586699485019
2023-01-06 23:00:00,2114.4188306338565,100000.0,0,WAITING (L:0 S:0),47.96871209879853,0.05389356958951258
2023-01-07 00:00:00,2134.3819187256854,100000.0,0,WAITING (L:0 S:0),52.8252271057416,0.046761142929124394
2023-01-07 01:00:00,2125.6766111718835,100000.0,0,WAITING (L:0 S:0),50.606971504131835,0.043541320933196646
2023-01-07 02:00:00,2104.952582995278,100000.0,0,WAITING (L:1 S:0),45.68827819772229,0.044111758585106006
2023-01-07 03:00:00,2131.216967101978,100000.0,0,WAITING (L:0 S:0),52.04910853364897,0.043169201408040654
2023-01-07 04:00:00,2126.394924490642,100000.0,0,WAITING (L:0 S:0),50.87112269653714,0.043662516630526164
2023-01-07 05:00:00,2132.5414215375745,100000.0,0,WAITING (L:0 S:0),52.35145009890419,0.04281355771860273
2023-01-07 06:00:00,2159.7559996823275,100000.0,0,WAITING (L:0 S:0),58.33731374490389,0.043087388336675136
2023-01-07 07:00:00,2167.2892416169825,100000.0,0,WAITING (L:0 S:0),59.84122623691889,0.04363019940660373
2023-01-07 08:00:00,2138.397907792889,100000.0,0,WAITING (L:0 S:0),52.07710213415631,0.043026812077554925
2023-01-07 09:00:00,2158.4790530650616,100000.0,0,WAITING (L:0 S:0),56.31926635987768,0.04272378551710736
2023-01-07 10:00:00,2151.6991221413223,100000.0,0,WAITING (L:0 S:0),54.56310288694468,0.039548591044419844
2023-01-07 11:00:00,2162.148011795128,100000.0,0,WAITING (L:0 S:0),56.79889961868973,0.03935850183536153
2023-01-07 12:00:00,2156.2850936236337,100000.0,0,WAITING (L:0 S:0),55.15881244597383,0.0378718629996889
2023-01-07 13:00:00,2183.2313991935807,100000.0,0,WAITING (L:0 S:0),60.76616488173955,0.037172097616619576
2023-01-07 14:00:00,2212.6025434244752,100000.0,0,WAITING (L:0 S:0),65.78803106191602,0.04620199177510304
2023-01-07 15:00:00,2206.999119672514,100000.0,0,WAITING (L:0 S:0),64.102273600161,0.05243781068113605
2023-01-07 16:00:00,2200.1406874478444,100000.0,0,WAITING (L:0 S:0),62.00791334889086,0.056362206310845424
2023-01-07 17:00:00,2202.3213220296957,100000.0,0,WAITING (L:0 S:0),62.42823549426424,0.05996886871578655
2023-01-07 18:00:00,2217.8342422505643,100000.0,0,WAITING (L:0 S:0),65.3639438400364,0.06377092023297636
2023-01-07 19:00:00,2201.64462983704,100000.0,0,WAITING (L:0 S:0),60.08725755609497,0.06277677518267907
2023-01-07 20:00:00,2239.7421489612957,100000.0,0,WAITING (L:0 S:0),66.86590526108795,0.06858330331193616
2023-01-07 21:00:00,2260.36128283513,100000.0,0,WAITING (L:0 S:0),69.85040398360417,0.07527137858837506
2023-01-07 22:00:00,2271.2420252708175,100000.0,0,WAITING (L:0 S:0),71.31855300698041,0.07814364245944004
2023-01-07 23:00:00,2281.4945170567444,100000.0,0,WAITING (L:0 S:0),72.66906580230841,0.08392787733820108
2023-01-08 00:00:00,2274.687088100504,100000.0,0,WAITING (L:0 S:0),70.30203498219831,0.08526664130701163
2023-01-08 01:00:00,2255.0477218053934,100000.0,0,WAITING (L:0 S:0),63.841257218955406,0.08295516925037423
2023-01-08 02:00:00,2248.4938279652333,100000.0,0,WAITING (L:0 S:0),61.80016259270997,0.08220157130930565
2023-01-08 03:00:00,2233.425488809609,100000.0,0,WAITING (L:0 S:0),57.26684995714827,0.08056778228156247
2023-01-08 04:00:00,2238.3666921071035,100000.0,0,WAITING (L:0 S:0),58.34588605345428,0.07443179101856388
2023-01-08 05:00:00,2248.301928378768,100000.0,0,WAITING (L:0 S:0),60.505319532921675,0.0707613243320116
2023-01-08 06:00:00,2229.6060652187184,100000.0,0,WAITING (L:0 S:0),54.75301376726119,0.06403217001550826
2023-01-08 07:00:00,2223.9819443500546,100000.0,0,WAITING (L:0 S:0),53.11704094085147,0.05798308438702332
2023-01-08 08:00:00,2221.652918373727,100000.0,0,WAITING (L:0 S:0),52.418555313297524,0.04924924708755784
2023-01-08 09:00:00,2286.9087158518746,100000.0,0,WAITING (L:0 S:0),65.93497716699623,0.049106494436408195
2023-01-08 10:00:00,2279.077598519477,100000.0,0,WAITING (L:0 S:0),63.60006272921972,0.05047532170661527
2023-01-08 11:00:00,2278.3723070473116,100000.0,0,WAITING (L:0 S:0),63.382365381315445,0.05035597301671803
2023-01-08 12:00:00,2296.260572100489,100000.0,0,WAITING (L:0 S:0),66.51315640452734,0.050617110023213695
2023-01-08 13:00:00,2314.399971005068,100000.0,0,WAITING (L:0 S:0),69.37279115892048,0.052692094448548506
2023-01-08 14:00:00,2314.0385768861765,100000.0,0,WAITING (L:0 S:0),69.24591693578452,0.05508078071247838
2023-01-08 15:00:00,2333.9748812438334,100000.0,0,WAITING (L:0 S:0),72.25989812257748,0.056725540709784666
2023-01-08 16:00:00,2306.694813128428,100000.0,0,WAITING (L:0 S:0),63.141140820154035,0.05761363375874288
2023-01-08 17:00:00,2273.0062386336967,100000.0,0,WAITING (L:0 S:0),54.06723370071583,0.05747366228369486
2023-01-08 18:00:00,2275.7848646617,100000.0,0,WAITING (L:0 S:0),54.646166368082625,0.05750596412898045
2023-01-08 19:00:00,2248.09762994397,100000.0,0,WAITING (L:0 S:0),48.1357684948872,0.05802545841301306
2023-01-08 20:00:00,2224.731193297857,100000.0,0,WAITING (L:0 S:0),43.43288619573619,0.06058070597670258
2023-01-08 21:00:00,2245.3356765336607,100000.0,0,WAITING (L:0 S:0),48.235545341898984,0.06101481258079979
2023-01-08 22:00:00,2222.702555012455,100000.0,0,WAITING (L:0 S:0),43.83316107536024,0.06308152078718272
2023-01-08 23:00:00,2238.243691314013,100000.0,0,WAITING (L:1 S:0),47.38423444921815,0.06270984559892116
2023-01-09 00:00:00,2230.2385564375054,100000.0,0,WAITING (L:0 S:0),45.778721221137836,0.06336620792349464
2023-01-09 01:00:00,2232.021399743783,100000.0,0,WAITING (L:1 S:0),46.215804209222284,0.06439401958238965
2023-01-09 02:00:00,2229.8734368895616,100000.0,0,WAITING (L:0 S:0),45.737433899076514,0.06437042098650267
2023-01-09 03:00:00,2264.865754765466,100000.0,0,WAITING (L:1 S:0),54.07685579528641,0.062152209313031774
2023-01-09 04:00:00,2256.717708709985,100000.0,0,WAITING (L:0 S:0),52.07012246339387,0.059506427866184076
2023-01-09 05:00:00,2255.1307137075614,100000.0,0,WAITING (L:0 S:0),51.66795560631718,0.059175296379529535
2023-01-09 06:00:00,2251.2685881365896,100000.0,0,WAITING (L:0 S:0),50.642843702605084,0.059220119240279485
2023-01-09 07:00:00,2255.1183649947575,100000.0,0,WAITING (L:0 S:0),51.67214232943838,0.059073595819016556
2023-01-09 08:00:00,2248.220132640852,100000.0,0,WAITING (L:0 S:0),49.67319963776085,0.057780492707554476
2023-01-09 09:00:00,2269.4396678981543,100000.0,0,WAITING (L:0 S:0),55.39006773458508,0.05357236672785082
2023-01-09 10:00:00,2297.554876950263,100000.0,0,WAITING (L:0 S:0),61.612236606483,0.0511253727681668
2023-01-09 11:00:00,2315.7919501064143,100000.0,0,WAITING (L:0 S:0),65.02042265401833,0.047019303538491715
2023-01-09 12:00:00,2301.30901454471,100000.0,0,WAITING (L:0 S:0),60.431801849263536,0.04612445771714165
2023-01-09 13:00:00,2318.650566789173,100000.0,0,WAITING (L:0 S:0),63.732223072060386,0.05190666774753634
2023-01-09 14:00:00,2371.823773473732,100000.0,0,WAITING (L:0 S:0),71.56429495200737,0.06819562572084911
2023-01-09 15:00:00,2372.704014957469,100000.0,0,WAITING (L:0 S:0),71.67334970872714,0.07996095430289715
2023-01-09 16:00:00,2341.7451732298987,100000.0,0,WAITING (L:0 S:0),62.58256218383673,0.08215824231686149
2023-01-09 17:00:00,2346.5684704916234,100000.0,0,WAITING (L:0 S:0),63.36224272300314,0.08539891274452521
2023-01-09 18:00:00,2378.0218918382393,100000.0,0,WAITING (L:0 S:0),68.0392510598362,0.08953534042524884
2023-01-09 19:00:00,2386.2130030178773,100000.0,0,WAITING (L:0 S:0),69.14393837582864,0.09433547168806829
2023-01-09 20:00:00,2381.5137450220477,100000.0,0,WAITING (L:0 S:0),67.6982619783106,0.09552769286994131
2023-01-09 21:00:00,2362.60194766919,100000.0,0,WAITING (L:0 S:0),62.073413759072665,0.09314046574023264
2023-01-09 22:00:00,2334.807757773426,100000.0,0,WAITING (L:0 S:0),54.85920512936615,0.08734537704713766
2023-01-09 23:00:00,2303.1685178263456,100000.0,0,WAITING (L:0 S:1),48.017845199059636,0.08501113808807796
2023-01-10 00:00:00,2317.5777808491302,100000.0,0,WAITING (L:0 S:0),51.01400695116523,0.08125729630732569
2023-01-10 01:00:00,2324.930186362675,100000.0,0,WAITING (L:0 S:0),52.51788761549324,0.07669786723003687
2023-01-10 02:00:00,2306.2119705874034,100000.0,0,WAITING (L:0 S:0),48.44060601462328,0.07122065695909208
2023-01-10 03:00:00,2314.8230376467213,100000.0,0,WAITING (L:0 S:0),50.35027252639581,0.06525820503684254
2023-01-10 04:00:00,2326.8842326775875,100000.0,0,WAITING (L:0 S:0),52.97736145977071,0.056315614940859654
2023-01-10 05:00:00,2336.556422993042,100000.0,0,WAITING (L:0 S:0),55.03220461790644,0.04993873650418156
2023-01-10 06:00:00,2326.4137149109783,100000.0,0,WAITING (L:0 S:0),52.444098469958746,0.04756337617583405
2023-01-10 07:00:00,2333.85609973658,100000.0,0,WAITING (L:0 S:0),54.148082632230924,0.0467167401933449
2023-01-10 08:00:00,2320.7571590963494,100000.0,0,WAITING (L:0 S:0),50.70445644954619,0.044817068499247645
2023-01-10 09:00:00,2313.0884378063042,100000.0,0,WAITING (L:0 S:0),48.74977064732909,0.04528344562715045
2023-01-10 10:00:00,2322.834900541056,100000.0,0,WAITING (L:0 S:0),51.31841677196989,0.04388540446273141
2023-01-10 11:00:00,2311.530638960419,100000.0,0,WAITING (L:0 S:0),48.29504932404628,0.04261439398059097
2023-01-10 12:00:00,2287.25439892778,100000.0,0,WAITING (L:0 S:0),42.503834175185126,0.04620507910255836
2023-01-10 13:00:00,2297.9955156428177,100000.0,0,WAITING (L:0 S:0),45.61144958178163,0.04758433573656451
2023-01-10 14:00:00,2315.048090217903,100000.0,0,WAITING (L:0 S:0),50.21227611261233,0.04362059499302326
2023-01-10 15:00:00,2333.0246630739916,100000.0,0,WAITING (L:0 S:0),54.57469946372442,0.0364774771933483
2023-01-10 16:00:00,2345.7186965315577,100000.0,0,WAITING (L:0 S:0),57.41239732840988,0.029571827588680977
2023-01-10 17:00:00,2368.880519587048,100000.0,0,WAITING (L:0 S:0),62.06853434908965,0.030987306858577736
2023-01-10 18:00:00,2373.630780454002,100000.0,0,WAITING (L:0 S:0),62.96288758440876,0.0365525612159276
2023-01-10 19:00:00,2363.3404828784974,100000.0,0,WAITING (L:0 S:0),59.68016179204696,0.03843837571191167
2023-01-10 20:00:00,2390.066293079213,100000.0,0,WAITING (L:0 S:0),64.81157954145166,0.04510686857807643
2023-01-10 21:00:00,2384.809543180604,100000.0,0,WAITING (L:0 S:0),63.11024554695603,0.049501005981332995
2023-01-10 22:00:00,2383.0715814098007,100000.0,0,WAITING (L:0 S:0),62.52585364232998,0.05155110134795934
2023-01-10 23:00:00,2379.09005815511,100000.0,0,WAITING (L:0 S:0),61.129331932257216,0.05296900151251272
2023-01-11 00:00:00,2369.4075184142785,100000.0,0,WAITING (L:0 S:0),57.75122070324719,0.05370292704795709
2023-01-11 01:00:00,2383.734423254572,100000.0,0,WAITING (L:0 S:0),61.17049485355879,0.05578071088956769
2023-01-11 02:00:00,2379.8564301072097,100000.0,0,WAITING (L:0 S:0),59.76064019595863,0.05667914172528793
2023-01-11 03:00:00,2370.6987313713425,100000.0,0,WAITING (L:0 S:0),56.4518118810512,0.056981573083236724
2023-01-11 04:00:00,2361.8171499005107,100000.0,0,WAITING (L:0 S:0),53.36571228507449,0.055886566201695596
2023-01-11 05:00:00,2392.32594748155,100000.0,0,WAITING (L:0 S:0),61.21026725106895,0.05557259847847072
2023-01-11 06:00:00,2382.5980824791036,100000.0,0,WAITING (L:0 S:0),57.867727962134126,0.054766429585760265
2023-01-11 07:00:00,2374.4793932800562,100000.0,0,WAITING (L:0 S:0),55.16044844419072,0.05160684497623832
2023-01-11 08:00:00,2411.1445223430715,100000.0,0,WAITING (L:0 S:0),63.47188218131509,0.045427554993671106
2023-01-11 09:00:00,2393.07646296018,100000.0,0,WAITING (L:0 S:0),57.78740111686838,0.03671246762957439
2023-01-11 10:00:00,2382.294937130454,100000.0,0,WAITING (L:0 S:0),54.64259301829607,0.028747987567039435
2023-01-11 11:00:00,2377.7410284375965,100000.0,0,WAITING (L:0 S:0),53.322631310033,0.023097177548005894
2023-01-11 12:00:00,2398.3396490882624,100000.0,0,WAITING (L:0 S:0),58.23692396152613,0.02030552100808735
2023-01-11 13:00:00,2417.6126517295133,100000.0,0,WAITING (L:0 S:0),62.242406818020434,0.02388541101976102
2023-01-11 14:00:00,2379.0825870759386,100000.0,0,WAITING (L:0 S:0),51.58969051796865,0.023636600177065665
2023-01-11 15:00:00,2370.6896916600986,100000.0,0,WAITING (L:0 S:0),49.5983833310639,0.02284116023195892
2023-01-11 16:00:00,2407.810387074658,100000.0,0,WAITING (L:0 S:0),57.42568364818023,0.024433076352590177
2023-01-11 17:00:00,2398.2097689112866,100000.0,0,WAITING (L:0 S:0),55.044729410657716,0.02492365478440137
2023-01-11 18:00:00,2423.5424144153353,100000.0,0,WAITING (L:1 S:0),59.783007015190044,0.02861989850677248
2023-01-11 19:00:00,2405.474987240153,100000.0,0,WAITING (L:0 S:0),55.30576338679192,0.029136108914248893
2023-01-11 20:00:00,2422.290918487391,100000.0,0,WAITING (L:0 S:0),58.42651161140863,0.030547511368629633
2023-01-11 21:00:00,2431.903450709318,100000.0,0,WAITING (L:0 S:0),60.13986724915181,0.03381154903937827
2023-01-11 22:00:00,2431.7801773226856,100000.0,0,WAITING (L:0 S:0),60.105656498950616,0.03605775396855333
2023-01-11 23:00:00,2438.079956486331,100000.0,0,WAITING (L:0 S:0),61.31671240253082,0.03762832510249574
2023-01-12 00:00:00,2450.3971848559254,100000.0,0,WAITING (L:0 S:0),63.64073484136479,0.03886836768867787
2023-01-12 01:00:00,2470.254422057501,100000.0,0,WAITING (L:0 S:0),67.07499580012855,0.045489310128078914
2023-01-12 02:00:00,2487.6029304348885,100000.0,0,WAITING (L:0 S:0),69.76217565575637,0.052848762944576175
2023-01-12 03:00:00,2501.626356321839,100000.0,0,WAITING (L:0 S:0),71.76798408969377,0.05963743652799374
2023-01-12 04:00:00,2494.455394835641,100000.0,0,WAITING (L:0 S:0),69.23871036072197,0.06541494219709995
2023-01-12 05:00:00,2502.9185125055046,100000.0,0,WAITING (L:0 S:0),70.55750556742754,0.07015876703631789
2023-01-12 06:00:00,2497.787983741686,100000.0,0,WAITING (L:0 S:0),68.63643219570676,0.07173914904488485
2023-01-12 07:00:00,2515.225957880174,100000.0,0,WAITING (L:0 S:0),71.47884069884533,0.07358798626669359
2023-01-12 08:00:00,2567.447591520504,100000.0,0,WAITING (L:0 S:0),77.92959434449712,0.0842887299778486
2023-01-12 09:00:00,2583.339168465074,100000.0,0,WAITING (L:0 S:0),79.45259956371764,0.09572243015324036
2023-01-12 10:00:00,2582.055341565873,100000.0,0,WAITING (L:0 S:0),78.97844079019902,0.1000635740808246
2023-01-12 11:00:00,2551.6391125824866,100000.0,0,WAITING (L:0 S:0),68.54192449860466,0.09653630241501843
2023-01-12 12:00:00,2551.345163600141,100000.0,0,WAITING (L:0 S:0),68.4477880752857,0.0958087216905214
2023-01-12 13:00:00,2545.332172195641,100000.0,0,WAITING (L:0 S:0),66.4376811016181,0.09184930915085573
2023-01-12 14:00:00,2517.847098508593,100000.0,0,WAITING (L:0 S:0),58.0464375036442,0.08822380609422364
2023-01-12 15:00:00,2538.386934520669,100000.0,0,WAITING (L:0 S:0),61.917434307242395,0.08193224659340087
2023-01-12 16:00:00,2519.0585051725084,100000.0,0,WAITING (L:0 S:0),56.622871180082754,0.07589031684499724
2023-01-12 17:00:00,2541.847090006387,100000.0,0,WAITING (L:0 S:0),60.87120935224211,0.07076662240308083
2023-01-12 18:00:00,2515.0004019055623,100000.0,0,WAITING (L:0 S:0),54.14356300756764,0.06355147101332502
2023-01-12 19:00:00,2528.30300758013,100000.0,0,WAITING (L:0 S:0),56.69741503197807,0.055908406972682366
2023-01-12 20:00:00,2553.3483849892123,100000.0,0,WAITING (L:0 S:0),61.09101825330659,0.04967471459070129
2023-01-12 21:00:00,2545.4213390246096,100000.0,0,WAITING (L:0 S:0),59.048870842687194,0.04494722025775266
2023-01-12 22:00:00,2540.6577831936097,100000.0,0,WAITING (L:0 S:0),57.79852248678476,0.04182156851556827
2023-01-12 23:00:00,2569.1689382348222,100000.0,0,WAITING (L:0 S:0),62.86669377878623,0.041566063621448504
2023-01-13 00:00:00,2586.3138440486923,100000.0,0,WAITING (L:0 S:0),65.54626275464186,0.041507951711312975
2023-01-13 01:00:00,2599.586649235889,100000.0,0,WAITING (L:0 S:0),67.50140435264078,0.04326969863893989
2023-01-13 02:00:00,2635.742728449824,100000.0,0,WAITING (L:0 S:0),72.13944851861353,0.04926431753479516
2023-01-13 03:00:00,2636.284597853374,100000.0,0,WAITING (L:0 S:0),72.20347487340295,0.05465351346032269
2023-01-13 04:00:00,2657.2811789561783,100000.0,0,WAITING (L:0 S:0),74.6358370448913,0.06418605086689524
2023-01-13 05:00:00,2663.20235382209,100000.0,0,WAITING (L:0 S:0),75.29245287944514,0.07249912882438606
2023-01-13 06:00:00,2645.4764833895383,100000.0,0,WAITING (L:0 S:0),69.49263984576136,0.07708517149184957
2023-01-13 07:00:00,2620.703925423047,100000.0,0,WAITING (L:0 S:0),62.273077922686305,0.07837946406969651
2023-01-13 08:00:00,2599.732646668746,100000.0,0,WAITING (L:0 S:0),56.88528701814486,0.0782129701681221
2023-01-13 09:00:00,2581.522394088622,100000.0,0,WAITING (L:0 S:0),52.627364423575756,0.07724981215149858
