,datetime,price,signal,action,position,equity,drawdown
25,2023-01-03 07:00:00,1777.0106005740101,-1,Posição mantida,-1,100026.73983424285,-0.10813047454759392
26,2023-01-03 08:00:00,1773.468305373308,-1,Posição mantida,-1,100046.62054379468,-0.08827657100224676
27,2023-01-03 09:00:00,1775.0840662527091,-1,Posição mantida,-1,100037.55227846709,-0.09733260920189839
28,2023-01-03 10:00:00,1782.1113083837718,-1,Posição mantida,-1,99998.1127196945,-0.1367189899395031
29,2023-01-03 11:00:00,1750.6511764275342,-1,Posição mantida,-1,100174.67896006879,0.039609178661171966
30,2023-01-03 12:00:00,1776.5206376154988,-1,Posição mantida,-1,100029.48969294108,-0.14493609426548917
31,2023-01-03 13:00:00,1751.9377578145413,-1,Posição mantida,-1,100167.45817540218,-0.0072081934692215435
32,2023-01-03 14:00:00,1770.3809212716767,-1,Posição mantida,-1,100063.94811903099,-0.1105377548371698
33,2023-01-03 15:00:00,1780.581992832113,-1,Posição mantida,-1,100006.69582092491,-0.16769021961212283
34,2023-01-03 16:00:00,1784.0042079760815,-1,Posição mantida,-1,99987.48904637728,-0.1868635024686559
35,2023-01-03 17:00:00,1773.7965435514634,-1,Posição mantida,-1,100044.77834614766,-0.12967410055080622
36,2023-01-03 18:00:00,1791.9412975775733,-1,Posição mantida,-1,99942.94307713599,-0.2313317949590575
37,2023-01-03 19:00:00,1785.2459260095038,-1,Posição mantida,-1,99980.52005193467,-0.19382034477147406
38,2023-01-03 20:00:00,1775.3774864450409,-1,Posição mantida,-1,100035.90549261503,-0.13853148210146146
39,2023-01-03 21:00:00,1776.1826638886089,-1,Posição mantida,-1,100031.38653019481,-0.14304256460966586
40,2023-01-03 22:00:00,1774.81005152726,-1,Posição mantida,-1,100039.09015344954,-0.13535237449905313
41,2023-01-03 23:00:00,1756.0155604154056,-1,Posição mantida,-1,100144.57199440253,-0.030054466836134892
42,2023-01-04 00:00:00,1726.1036787446667,-1,SHORT: 1726.10 | Stop: 1774.33 | Target: 1691.58,-1,100000.0,-0.17437436474183404
43,2023-01-04 01:00:00,1756.5890785211864,-1,Posição mantida,-1,99823.38604481342,-0.3506803504660101
44,2023-01-04 02:00:00,1733.5778826013263,-1,Posição mantida,-1,99956.6989865748,-0.21759987229994335
45,2023-01-04 03:00:00,1728.7896904573515,-1,Posição mantida,-1,99984.43887383035,-0.18990835629657576
46,2023-01-04 04:00:00,1740.3072884333576,-1,Posição mantida,-1,99917.71288211945,-0.25651799498331623
47,2023-01-04 05:00:00,1720.7896379200677,-1,Posição mantida,-1,100030.78633624408,-0.143641711976003
48,2023-01-04 06:00:00,1733.4866193460016,-1,Posição mantida,-1,99957.22771063958,-0.21707207019439856
49,2023-01-04 07:00:00,1753.6283759667797,-1,Posição mantida,-1,99840.53856346491,-0.33355774140995403
50,2023-01-04 08:00:00,1749.1386571240162,-1,Posição mantida,-1,99866.54927706253,-0.3075923838289406
51,2023-01-04 09:00:00,1759.36207571109,-1,Posição mantida,-1,99807.32097743623,-0.36671740448401463
52,2023-01-04 10:00:00,1748.3108946593268,-1,Posição mantida,-1,99871.34483178431,-0.30280519132523637
53,2023-01-04 11:00:00,1762.663588460182,-1,Posição mantida,-1,99788.19401079022,-0.38581101860344513
54,2023-01-04 12:00:00,1745.0595446505026,-1,Posição mantida,-1,99890.18118587394,-0.28400168300839634
55,2023-01-04 13:00:00,1736.7694603715195,-1,Posição mantida,-1,99938.208916659,-0.2360577002737898
56,2023-01-04 14:00:00,1736.4251103595213,-1,Posição mantida,-1,99940.20387221259,-0.23406622341127736
57,2023-01-04 15:00:00,1754.4958687198366,-1,Posição mantida,-1,99835.51283549886,-0.3385747057947977
58,2023-01-04 16:00:00,1757.83758432783,-1,Posição mantida,-1,99816.15295782092,-0.357900824809022
59,2023-01-04 17:00:00,1743.6360553001248,-1,Posição mantida,-1,99898.42802161102,-0.27576922763874245
60,2023-01-04 18:00:00,1741.6268083245861,-1,Posição mantida,-1,99910.06838250175,-0.26414916455337173
61,2023-01-04 19:00:00,1747.437002000024,-1,Posição mantida,-1,99876.40763693365,-0.29775121441021324
62,2023-01-04 20:00:00,1731.1653892879433,-1,Posição mantida,-1,99970.6755126844,-0.20364771766897088
63,2023-01-04 21:00:00,1729.708837698166,-1,Posição mantida,-1,99979.11389102582,-0.19522405369617504
64,2023-01-04 22:00:00,1729.200303888531,-1,Posição mantida,-1,99982.06002813159,-0.19228305389826808
65,2023-01-04 23:00:00,1724.714731310812,-1,Posição mantida,-1,100008.04672077905,-0.16634167538102526
66,2023-01-05 00:00:00,1718.630946087484,-1,Posição mantida,-1,100043.29249018586,-0.1311573655607124
67,2023-01-05 01:00:00,1708.0210555037459,-1,Posição mantida,-1,100104.7597746508,-0.06979726428259003
68,2023-01-05 02:00:00,1705.197609854337,-1,Posição mantida,-1,100121.1171098687,-0.05346845206405669
69,2023-01-05 03:00:00,1711.916316780217,-1,Posição mantida,-1,100082.19298840014,-0.09232469984307531
70,2023-01-05 04:00:00,1738.7919137025247,-1,Posição mantida,-1,99926.49204613778,-0.24775413957647516
71,2023-01-05 05:00:00,1752.6210363666387,-1,Posição mantida,-1,99846.37447942144,-0.32773200179480033
72,2023-01-05 06:00:00,1752.431086238129,-1,Posição mantida,-1,99847.47493549976,-0.3266334646297776
73,2023-01-05 07:00:00,1778.3802715680372,1,LONG: 1778.38 | Stop: 1736.23 | Target: 1813.95,1,100000.0,-0.17437436474183404
74,2023-01-05 08:00:00,1746.583265489,1,Posição mantida,1,99821.20243579287,-0.3528601518321991
75,2023-01-05 09:00:00,1734.8483506891694,0,Aguardando momentum,0,100000.0,-0.17437436474183404
76,2023-01-05 10:00:00,1752.3099724362798,0,Aguardando momentum,0,100000.0,-0.17437436474183404
77,2023-01-05 11:00:00,1763.9742198944773,0,Aguardando momentum,0,100000.0,-0.17437436474183404
78,2023-01-05 12:00:00,1742.2584651433817,0,Aguardando momentum,0,100000.0,-0.17437436474183404
79,2023-01-05 13:00:00,1754.62620923235,0,Aguardando momentum,0,100000.0,-0.17437436474183404
80,2023-01-05 14:00:00,1724.4548473295383,-1,SHORT: 1724.45 | Stop: 1778.66 | Target: 1689.97,-1,100000.0,-0.16717822180227843
81,2023-01-05 15:00:00,1741.2390460049298,-1,Posição mantida,-1,99902.66953813616,-0.2643459683306983
82,2023-01-05 16:00:00,1761.5917200265446,-1,Posição mantida,-1,99784.64572293953,-0.3594066700720633
83,2023-01-05 17:00:00,1755.2613956428195,-1,Posição mantida,-1,99821.35485680598,-0.32275053071735255
84,2023-01-05 18:00:00,1759.0494421106507,-1,Posição mantida,-1,99799.38822501102,-0.3446854507609345
85,2023-01-05 19:00:00,1777.0685994910305,-1,Posição mantida,-1,99694.8963190137,-0.44902650880965084
86,2023-01-05 20:00:00,1802.7676128048097,1,LONG: 1802.77 | Stop: 1748.37 | Target: 1838.82,1,100000.0,-0.14436328552146974
87,2023-01-05 21:00:00,1786.1821809649666,1,Posição mantida,1,99908.0001675089,-0.23623030403171075
88,2023-01-05 22:00:00,1794.1827852853519,1,Posição mantida,1,99952.37973292575,-0.19191480641359684
89,2023-01-05 23:00:00,1810.851797862235,1,Posição mantida,1,100044.84318999301,-0.09958483263086164
90,2023-01-06 00:00:00,1809.3902277706493,1,Posição mantida,1,100036.73582173765,-0.10768049682304763
91,2023-01-06 01:00:00,1813.7069329828882,1,Posição mantida,1,100060.68070060931,-0.08377018556523184
92,2023-01-06 02:00:00,1839.855836648298,1,LONG: 1839.86 | Stop: 1785.51 | Target: 1876.65,1,100000.0,-0.12097059378172513
93,2023-01-06 03:00:00,1851.428610715555,1,Posição mantida,1,100062.90043946236,-0.058146245354471514
94,2023-01-06 04:00:00,1857.4443966902056,1,Posição mantida,1,100095.59749025744,-0.02548874837589195
95,2023-01-06 05:00:00,1884.6713886187695,1,LONG: 1884.67 | Stop: 1825.84 | Target: 1922.36,1,100000.0,-0.12097059378172513
96,2023-01-06 06:00:00,1931.853188107798,1,LONG: 1931.85 | Stop: 1868.48 | Target: 1970.49,1,100000.0,-0.12097059378172513
97,2023-01-06 07:00:00,1924.5350944853735,1,Posição mantida,1,99962.1187900433,-0.15880597861380913
98,2023-01-06 08:00:00,1924.9928873673116,1,Posição mantida,1,99964.48849849089,-0.15643913681660293
99,2023-01-06 09:00:00,1933.6570944887746,1,Posição mantida,1,100009.33769911752,-0.11164419053427581
100,2023-01-06 10:00:00,1903.4683266502657,1,Posição mantida,1,99853.06926203158,-0.2677235887639747
101,2023-01-06 11:00:00,1904.1203804125466,1,Posição mantida,1,99856.44453799093,-0.2643523958959964
102,2023-01-06 12:00:00,1900.69251235575,1,Posição mantida,1,99838.70060135072,-0.28207486759069295
103,2023-01-06 13:00:00,1891.2907631771993,1,Posição mantida,1,99790.0336051399,-0.3306829910472145
104,2023-01-06 14:00:00,1894.7497649098225,1,Posição mantida,1,99807.93870141696,-0.31279955467144194
105,2023-01-06 15:00:00,1908.7957204365632,1,Posição mantida,1,99880.64585956545,-0.2401803508038835
106,2023-01-06 16:00:00,1896.6679517587381,1,Posição mantida,1,99817.867959296,-0.3028823082746226
107,2023-01-06 17:00:00,1921.857593526567,1,Posição mantida,1,99948.2590362313,-0.17264896619931996
108,2023-01-06 18:00:00,1920.0471588573607,1,Posição mantida,1,99938.88754423414,-0.18200912144697282
109,2023-01-06 19:00:00,1957.5304056509472,1,Posição mantida,1,100132.91495286088,0.011783571071457555
110,2023-01-06 20:00:00,1939.9017948148946,1,Posição mantida,1,100041.66262093125,-0.09113120493155427
111,2023-01-06 21:00:00,1978.208778038464,1,LONG: 1978.21 | Stop: 1919.26 | Target: 2017.77,1,100000.0,-0.1327385235149251
112,2023-01-06 22:00:00,1954.1775878521116,1,Posição mantida,1,99878.52045520605,-0.25405681815474707
113,2023-01-06 23:00:00,1942.744818205271,1,Posição mantida,1,99820.72691099693,-0.3117736480665881
114,2023-01-07 00:00:00,1952.018879786572,1,Posição mantida,1,99867.60801719896,-0.26495477115274313
115,2023-01-07 01:00:00,1935.6801741481245,1,Posição mantida,1,99785.014583079,-0.3474385719677329
116,2023-01-07 02:00:00,1948.5130438861574,1,Posição mantida,1,99849.88574268813,-0.2826535213780544
117,2023-01-07 03:00:00,1929.3770561310137,1,Posição mantida,1,99753.15182881824,-0.37925903207893336
118,2023-01-07 04:00:00,1932.89521057534,1,Posição mantida,1,99770.93637453143,-0.3614980933091353
119,2023-01-07 05:00:00,1910.362037155504,1,LONG: 1910.36 | Stop: 1849.41 | Target: 1948.57,1,100000.0,-0.1327385235149251
120,2023-01-07 06:00:00,1887.11449129395,1,Posição mantida,1,99878.30816667521,-0.25426882489692015
121,2023-01-07 07:00:00,1905.5968725723142,1,Posição mantida,1,99975.05622237822,-0.15764919113458303
122,2023-01-07 08:00:00,1898.4356103557686,1,Posição mantida,1,99937.56980840399,-0.19508584619638256
123,2023-01-07 09:00:00,1907.8309680791156,1,Posição mantida,1,99986.75084079792,-0.14597009597870364
124,2023-01-07 10:00:00,1873.4835079613997,1,Posição mantida,1,99806.95528660621,-0.3255269922064276
125,2023-01-07 11:00:00,1896.0324296402687,1,Posição mantida,1,99924.99009487976,-0.20764886159461998
126,2023-01-07 12:00:00,1926.8903047970393,1,Posição mantida,1,100086.51903314696,-0.046334334455119856
127,2023-01-07 13:00:00,1916.186100645808,1,Posição mantida,1,100030.48670030617,-0.10229229080461362
128,2023-01-07 14:00:00,1930.8249885261557,1,Posição mantida,1,100107.11556748228,-0.02576513965537541
129,2023-01-07 15:00:00,1889.1030514787224,1,Posição mantida,1,99888.71750347156,-0.24387330530054074
130,2023-01-07 16:00:00,1852.9218316889346,1,Posição mantida,1,99699.3229327772,-0.4330164764381469
131,2023-01-07 17:00:00,1861.3180108174993,1,Posição mantida,1,99743.27365502389,-0.3891240937312385
132,2023-01-07 18:00:00,1894.2880497293538,1,Posição mantida,1,99915.85894655819,-0.2167678893647266
133,2023-01-07 19:00:00,1884.9077263532572,1,Posição mantida,1,99866.75661310698,-0.2658050451035059
134,2023-01-07 20:00:00,1886.5206981913777,1,Posição mantida,1,99875.19989143197,-0.25737297426149675
135,2023-01-07 21:00:00,1846.6127187439151,-1,SHORT: 1846.61 | Stop: 1912.98 | Target: 1809.68,-1,100000.0,-0.1327385235149251
136,2023-01-07 22:00:00,1859.8981607990045,-1,Posição mantida,-1,99928.055071211,-0.20458795366770874
137,2023-01-07 23:00:00,1868.9362799339174,-1,Posição mantida,-1,99879.11075796561,-0.25346729895435116
138,2023-01-08 00:00:00,1891.9325149435808,-1,Posição mantida,-1,99754.57877150064,-0.37783398349917835
139,2023-01-08 01:00:00,1873.053611637431,-1,Posição mantida,-1,99856.81408654273,-0.27573437410479384
140,2023-01-08 02:00:00,1835.4260747439594,-1,Posição mantida,-1,100060.57926432764,-0.07223967120831348
141,2023-01-08 03:00:00,1822.0076055362697,-1,Posição mantida,-1,100133.24457780395,0.00032918740378882436
142,2023-01-08 04:00:00,1839.3387239377842,-1,Posição mantida,-1,100039.39101432746,-0.09372867509908239
143,2023-01-08 05:00:00,1821.5799676247264,-1,Posição mantida,-1,100135.56037421976,0.0023127148486658277
144,2023-01-08 06:00:00,1814.0363704225208,-1,Posição mantida,-1,100176.41137197167,0.040795694955166606
145,2023-01-08 07:00:00,1833.7780764514998,-1,Posição mantida,-1,100069.50370352234,-0.10671940328583734
146,2023-01-08 08:00:00,1794.4978313954343,-1,SHORT: 1794.50 | Stop: 1858.71 | Target: 1758.61,-1,100000.0,-0.17610071029259072
147,2023-01-08 09:00:00,1781.454975392465,-1,Posição mantida,-1,100072.682484062,-0.10354622060128654
148,2023-01-08 10:00:00,1779.6164343520488,-1,Posição mantida,-1,100082.92791879171,-0.09331882815490106
149,2023-01-08 11:00:00,1791.094644790926,-1,Posição mantida,-1,100018.9645623693,-0.15716954465232014
150,2023-01-08 12:00:00,1773.9698637917968,-1,Posição mantida,-1,100114.39393932103,-0.061908219511235506
151,2023-01-08 13:00:00,1717.735519261693,-1,SHORT: 1717.74 | Stop: 1787.77 | Target: 1683.38,-1,100000.0,-0.17610071029259072
152,2023-01-08 14:00:00,1741.5984712086886,-1,Posição mantida,-1,99861.0790096647,-0.31477705977716863
153,2023-01-08 15:00:00,1738.489125751914,-1,Posição mantida,-1,99879.18043111118,-0.29670751506242776
154,2023-01-08 16:00:00,1710.7036627594528,-1,Posição mantida,-1,100040.93678231246,-0.13523601794455084
155,2023-01-08 17:00:00,1700.6035233726757,-1,Posição mantida,-1,100099.73593546217,-0.07654041052118349
156,2023-01-08 18:00:00,1704.641513660176,-1,Posição mantida,-1,100076.22829856336,-0.10000665030444009
157,2023-01-08 19:00:00,1728.2479731572844,-1,Posição mantida,-1,99938.80050928847,-0.23719242826628179
158,2023-01-08 20:00:00,1731.3207358746067,-1,Posição mantida,-1,99920.9120585761,-0.25504937728988997
159,2023-01-08 21:00:00,1749.4486460783278,-1,Posição mantida,-1,99815.37829042351,-0.36039729972715995
160,2023-01-08 22:00:00,1707.0786353280305,-1,Posição mantida,-1,100062.04030721937,-0.11416965649489867
161,2023-01-08 23:00:00,1695.023519743823,-1,Posição mantida,-1,100132.22058496893,-0.0441129667129396
162,2023-01-09 00:00:00,1678.4372973399584,-1,SHORT: 1678.44 | Stop: 1743.09 | Target: 1644.87,-1,100000.0,-0.17610071029259072
163,2023-01-09 01:00:00,1699.7862435539625,-1,Posição mantida,-1,99872.80462458837,-0.30307209374465727
164,2023-01-09 02:00:00,1696.7708363563322,-1,Posição mantida,-1,99890.77018816593,-0.2851381676521692
165,2023-01-09 03:00:00,1701.1236813467676,-1,Posição mantida,-1,99864.83627334329,-0.3110264126666025
166,2023-01-09 04:00:00,1704.554468135829,-1,Posição mantida,-1,99844.39591018824,-0.33143078019695227
167,2023-01-09 05:00:00,1698.711159320295,-1,Posição mantida,-1,99879.20989355714,-0.2966781045000405
168,2023-01-09 06:00:00,1692.4488603930404,-1,Posição mantida,-1,99916.52018770503,-0.2594335140451607
169,2023-01-09 07:00:00,1717.4798048393293,-1,Posição mantida,-1,99767.38775072953,-0.40830332773987227
170,2023-01-09 08:00:00,1715.2284319245612,-1,Posição mantida,-1,99780.8012569614,-0.3949134427877543
171,2023-01-09 09:00:00,1692.519961402336,-1,Posição mantida,-1,99916.09657337396,-0.25985638238838477
172,2023-01-09 10:00:00,1686.0544392169718,-1,Posição mantida,-1,99954.61765602394,-0.22140313563856137
173,2023-01-09 11:00:00,1693.0831072713995,-1,Posição mantida,-1,99912.74139370798,-0.2632056535591354
174,2023-01-09 12:00:00,1696.8661277227013,-1,Posição mantida,-1,99890.20244955263,-0.2857049064737415
175,2023-01-09 13:00:00,1693.184735828457,-1,Posição mantida,-1,99912.1358986012,-0.2638100823847297
176,2023-01-09 14:00:00,1671.9836854887894,-1,Posição mantida,-1,100038.4501217972,-0.1377182994329847
177,2023-01-09 15:00:00,1674.2950562943713,-1,Posição mantida,-1,100024.67915275805,-0.15146501769784193
178,2023-01-09 16:00:00,1704.364863754456,-1,Posição mantida,-1,99845.52555847281,-0.3303031212310261
179,2023-01-09 17:00:00,1686.9957267562265,-1,Posição mantida,-1,99949.00953744396,-0.22700137828189285
180,2023-01-09 18:00:00,1657.1871262427767,-1,Posição mantida,-1,100126.60688088175,-0.04971678502735193
181,2023-01-09 19:00:00,1681.4739387579643,-1,Posição mantida,-1,99981.90792457473,-0.19416092544453306
182,2023-01-09 20:00:00,1661.2892318870765,-1,Posição mantida,-1,100102.16685174989,-0.07411377509431478
183,2023-01-09 21:00:00,1647.478103160065,-1,Posição mantida,-1,100184.45249178482,0.008026959344041384
184,2023-01-09 22:00:00,1657.4201643799836,-1,Posição mantida,-1,100125.21845762891,-0.059124976663180485
185,2023-01-09 23:00:00,1647.4989591117333,-1,Posição mantida,-1,100184.3282336329,-0.0001240293766424219
186,2023-01-10 00:00:00,1635.3918288285292,-1,SHORT: 1635.39 | Stop: 1692.48 | Target: 1602.68,-1,100000.0,-0.1841128909697268
187,2023-01-10 01:00:00,1626.8499420755456,-1,Posição mantida,-1,100052.23143837709,-0.13197761740383163
188,2023-01-10 02:00:00,1636.4972270028222,-1,Posição mantida,-1,99993.24077475008,-0.19085967161462822
189,2023-01-10 03:00:00,1650.4519968484644,-1,Posição mantida,-1,99907.91094981364,-0.2760323933435236
190,2023-01-10 04:00:00,1657.396978497092,-1,Posição mantida,-1,99865.44417502485,-0.31842098132554536
191,2023-01-10 05:00:00,1648.2770312348487,-1,Posição mantida,-1,99921.2103045938,-0.26275752438992983
192,2023-01-10 06:00:00,1651.714980318449,-1,Posição mantida,-1,99900.18813105107,-0.28374099340120873
193,2023-01-10 07:00:00,1666.8318566314122,-1,Posição mantida,-1,99807.75232425245,-0.3760066139636383
194,2023-01-10 08:00:00,1645.2469369459163,-1,Posição mantida,-1,99939.73855106976,-0.244263390804197
195,2023-01-10 09:00:00,1609.835023943548,-1,Posição mantida,-1,100156.2732822463,-0.02812732798118339
196,2023-01-10 10:00:00,1618.1748330593564,-1,Posição mantida,-1,100105.27749659546,-0.07902922381678974
197,2023-01-10 11:00:00,1601.7684421319836,-1,SHORT: 1601.77 | Stop: 1659.50 | Target: 1569.73,-1,100000.0,-0.1841128909697268
198,2023-01-10 12:00:00,1580.7909489143963,-1,Posição mantida,-1,100130.96458055863,-0.05338943308650638
199,2023-01-10 13:00:00,1584.6779591618229,-1,Posição mantida,-1,100106.69758824448,-0.07761174673955652
200,2023-01-10 14:00:00,1592.5957166845933,-1,Posição mantida,-1,100057.26623902754,-0.1269520864704137
201,2023-01-10 15:00:00,1580.459908047552,-1,Posição mantida,-1,100133.03130167848,-0.05132651706666323
202,2023-01-10 16:00:00,1579.8334972288344,-1,Posição mantida,-1,100136.94204684139,-0.04742297208973139
203,2023-01-10 17:00:00,1577.2540942456528,-1,Posição mantida,-1,100153.04551670216,-0.03134915079286939
204,2023-01-10 18:00:00,1605.7727481574304,-1,Posição mantida,-1,99975.00071845518,-0.20906614561457337
205,2023-01-10 19:00:00,1618.5382930338176,-1,Posição mantida,-1,99895.30414970897,-0.2886159827040581
206,2023-01-10 20:00:00,1611.281842492708,-1,Posição mantida,-1,99940.60689354036,-0.2433966470640272
207,2023-01-10 21:00:00,1633.717133374965,-1,Posição mantida,-1,99800.54113689206,-0.3832045245985021
208,2023-01-10 22:00:00,1629.3553624613435,-1,Posição mantida,-1,99827.77210735503,-0.3560236898624872
209,2023-01-10 23:00:00,1623.5047010118542,-1,Posição mantida,-1,99864.29836980095,-0.3195646769743259
210,2023-01-11 00:00:00,1625.0445967572143,-1,Posição mantida,-1,99854.68464721249,-0.329160699460198
211,2023-01-11 01:00:00,1632.4968238858396,-1,Posição mantida,-1,99808.15965063617,-0.37560003752029913
212,2023-01-11 02:00:00,1635.9042060987508,-1,Posição mantida,-1,99786.88702393629,-0.3968334985721766
213,2023-01-11 03:00:00,1630.3258663246504,-1,Posição mantida,-1,99821.71315502598,-0.36207148687924634
214,2023-01-11 04:00:00,1640.623559743675,-1,Posição mantida,-1,99757.42362884879,-0.42624264775120263
215,2023-01-11 05:00:00,1654.4214086573174,-1,Posição mantida,-1,99671.28228312919,-0.5122253961488812
216,2023-01-11 06:00:00,1653.4149643082476,-1,Posição mantida,-1,99677.56561549233,-0.5059536322105949
217,2023-01-11 07:00:00,1658.7157599880595,-1,Posição mantida,-1,99644.47221984048,-0.5389860986549967
218,2023-01-11 08:00:00,1637.9524138468441,-1,Posição mantida,-1,99774.09985886163,-0.4095971208275374
219,2023-01-11 09:00:00,1642.8925092018414,-1,Posição mantida,-1,99743.25835128129,-0.4403818452166621
220,2023-01-11 10:00:00,1643.0080433932314,-1,Posição mantida,-1,99742.53705981148,-0.4411018086958878
221,2023-01-11 11:00:00,1631.5222517992115,-1,Posição mantida,-1,99814.24400128883,-0.3695268889415244
222,2023-01-11 12:00:00,1644.8923399994742,-1,Posição mantida,-1,99730.77320832909,-0.45284400141122616
223,2023-01-11 13:00:00,1684.8096029036965,1,LONG: 1684.81 | Stop: 1630.99 | Target: 1718.51,1,100000.0,-0.1841128909697268
224,2023-01-11 14:00:00,1704.799192600376,1,Posição mantida,1,100118.64598624218,-0.06568534728284067
225,2023-01-11 15:00:00,1714.7544026491043,1,Posição mantida,1,100177.7340281881,-0.006706094039156606
226,2023-01-11 16:00:00,1718.6043706391188,1,LONG: 1718.60 | Stop: 1664.68 | Target: 1752.98,1,100000.0,-0.1841128909697268
227,2023-01-11 17:00:00,1726.6604732522874,1,Posição mantida,1,100046.87584153049,-0.13732335390624398
228,2023-01-11 18:00:00,1764.706997533897,1,LONG: 1764.71 | Stop: 1702.98 | Target: 1800.00,1,100000.0,-0.1841128909697268
229,2023-01-11 19:00:00,1770.5311897406648,1,Posição mantida,1,100033.0037349821,-0.15116992011822353
230,2023-01-11 20:00:00,1769.163857152111,1,Posição mantida,1,100025.25552187668,-0.1589038677645042
231,2023-01-11 21:00:00,1796.8220990601615,1,Posição mantida,1,100181.98546031235,-0.002462489349499354
232,2023-01-11 22:00:00,1789.1527498681119,1,Posição mantida,1,100138.52584235443,-0.04584209254839653
233,2023-01-11 23:00:00,1792.342687993262,1,Posição mantida,1,100156.60214697389,-0.027799068735949457
234,2023-01-12 00:00:00,1796.9045669979366,1,Posição mantida,1,100182.4527783311,-0.001872004668654153
235,2023-01-12 01:00:00,1857.0180478793277,1,LONG: 1857.02 | Stop: 1797.90 | Target: 1894.16,1,100000.0,-0.18398908979360554
236,2023-01-12 02:00:00,1859.8400569805763,1,Posição mantida,1,100015.19645489968,-0.16695171538823206
237,2023-01-12 03:00:00,1851.147935549598,1,Posição mantida,1,99968.38957846191,-0.21367334691120443
238,2023-01-12 04:00:00,1831.2719273721652,1,Posição mantida,1,99861.3577259706,-0.32051027246355246
239,2023-01-12 05:00:00,1843.5830016759214,1,Posição mantida,1,99927.65258141272,-0.2543361535399483
240,2023-01-12 06:00:00,1815.8137882024948,1,Posição mantida,1,99778.11599772071,-0.40360040046638607
241,2023-01-12 07:00:00,1835.8366015591507,1,Posição mantida,1,99885.93839276701,-0.2959743720990499
242,2023-01-12 08:00:00,1853.916080134278,1,Posição mantida,1,99983.29597416357,-0.19879409881109542
243,2023-01-12 09:00:00,1888.0622379724716,1,Posição mantida,1,100167.17225838809,-0.015252690984543394
244,2023-01-12 10:00:00,1883.573640984211,1,Posição mantida,1,100143.00126557848,-0.039379663462539856
245,2023-01-12 11:00:00,1876.5877974846776,1,Posição mantida,1,100105.38265703825,-0.07692976080689864
246,2023-01-12 12:00:00,1864.191186469981,1,Posição mantida,1,100038.62718835095,-0.1435636541045714
247,2023-01-12 13:00:00,1850.8894431743622,1,Posição mantida,1,99966.99760289371,-0.21506278740661727
248,2023-01-12 14:00:00,1827.5414951798273,1,Posição mantida,1,99841.269433363,-0.34056198017333417
249,2023-01-12 15:00:00,1793.9427121094932,1,LONG: 1793.94 | Stop: 1732.08 | Target: 1829.82,1,100000.0,-0.18212049442910969
