,datetime,price,signal,action,position,equity,drawdown
26,2023-01-03 08:00:00,1773.468305373308,-1,Posição mantida,-1,100352.67793893772,-0.17357245026709353
27,2023-01-03 09:00:00,1775.0840662527091,-1,Posição mantida,-1,100334.7777744549,-0.1913787461186126
28,2023-01-03 10:00:00,1782.1113083837718,-1,Posição mantida,-1,100256.92665699667,-0.2688216115829298
29,2023-01-03 11:00:00,1750.6511764275342,-1,SHORT: 1750.65 | Stop: 1804.90 | Target: 1698.13,-1,100000.0,-0.5244009427680879
30,2023-01-03 12:00:00,1776.5206376154988,-1,Posição mantida,-1,99704.45898604706,-0.8183921368575936
31,2023-01-03 13:00:00,1751.9377578145413,-1,Posição mantida,-1,99985.30168197605,-0.539022182673747
32,2023-01-03 14:00:00,1770.3809212716767,-1,Posição mantida,-1,99774.60107290586,-0.7486178757635554
33,2023-01-03 15:00:00,1780.581992832113,-1,Posição mantida,-1,99658.06076267395,-0.8645470475099051
34,2023-01-03 16:00:00,1784.0042079760815,-1,Posição mantida,-1,99618.96428029017,-0.903438507571481
35,2023-01-03 17:00:00,1773.7965435514634,-1,Posição mantida,-1,99735.57990951503,-0.7874344118056879
36,2023-01-03 18:00:00,1791.9412975775733,-1,Posição mantida,-1,99528.28842540411,-0.9936388574196481
37,2023-01-03 19:00:00,1785.2459260095038,-1,Posição mantida,-1,99604.7784955931,-0.9175499018798575
38,2023-01-03 20:00:00,1775.3774864450409,-1,Posição mantida,-1,99717.51871131787,-0.8054008969092264
39,2023-01-03 21:00:00,1776.1826638886089,-1,Posição mantida,-1,99708.32010619986,-0.8145512644552799
40,2023-01-03 22:00:00,1774.81005152726,-1,Posição mantida,-1,99724.00126964155,-0.7989523331825097
41,2023-01-03 23:00:00,1756.0155604154056,-1,Posição mantida,-1,99938.71555841503,-0.5853640081636148
42,2023-01-04 00:00:00,1726.1036787446667,-1,Posição mantida,-1,100280.43847927444,-0.24543308552284904
43,2023-01-04 01:00:00,1756.5890785211864,-1,Posição mantida,-1,99932.16350380241,-0.5918817037400764
44,2023-01-04 02:00:00,1733.5778826013263,-1,Posição mantida,-1,100195.05077945966,-0.3303730114347876
45,2023-01-04 03:00:00,1728.7896904573515,-1,Posição mantida,-1,100249.75262079101,-0.2759580270750917
46,2023-01-04 04:00:00,1740.3072884333576,-1,Posição mantida,-1,100118.17189093358,-0.40684874634465457
47,2023-01-04 05:00:00,1720.7896379200677,-1,Posição mantida,-1,100341.14778443075,-0.1850421405351233
48,2023-01-04 06:00:00,1733.4866193460016,-1,Posição mantida,-1,100196.09340013194,-0.3293358582751457
49,2023-01-04 07:00:00,1753.6283759667797,-1,Posição mantida,-1,99965.98751848075,-0.5582350625135961
50,2023-01-04 08:00:00,1749.1386571240162,-1,Posição mantida,-1,100017.27950517938,-0.5072120514767742
51,2023-01-04 09:00:00,1759.36207571109,-1,Posição mantida,-1,99900.48389535451,-0.6233951840226096
52,2023-01-04 10:00:00,1748.3108946593268,-1,Posição mantida,-1,100026.7361288156,-0.49780501846406133
53,2023-01-04 11:00:00,1762.663588460182,-1,Posição mantida,-1,99862.76635580641,-0.660914932437733
54,2023-01-04 12:00:00,1745.0595446505026,-1,Posição mantida,-1,100063.88059314525,-0.46085534005553586
55,2023-01-04 13:00:00,1736.7694603715195,-1,Posição mantida,-1,100158.58917233691,-0.36664341354603763
56,2023-01-04 14:00:00,1736.4251103595213,-1,Posição mantida,-1,100162.52313721392,-0.3627300784179298
57,2023-01-04 15:00:00,1754.4958687198366,-1,Posição mantida,-1,99956.07700329945,-0.5680936068598504
58,2023-01-04 16:00:00,1757.83758432783,-1,Posição mantida,-1,99917.90017340907,-0.6060702370943635
59,2023-01-04 17:00:00,1743.6360553001248,-1,Posição mantida,-1,100080.14299161213,-0.44467822175953753
60,2023-01-04 18:00:00,1741.6268083245861,-1,Posição mantida,-1,100103.09727288292,-0.42184431295613223
61,2023-01-04 19:00:00,1747.437002000024,-1,Posição mantida,-1,100036.71975857657,-0.4878737429516776
62,2023-01-04 20:00:00,1731.1653892879433,-1,Posição mantida,-1,100222.61187610606,-0.3029564454390376
63,2023-01-04 21:00:00,1729.708837698166,-1,Posição mantida,-1,100239.25198818995,-0.28640359425979767
64,2023-01-04 22:00:00,1729.200303888531,-1,Posição mantida,-1,100245.06164138051,-0.2806244069453393
65,2023-01-04 23:00:00,1724.714731310812,-1,Posição mantida,-1,100296.3062598187,-0.22964851576936277
66,2023-01-05 00:00:00,1718.630946087484,-1,Posição mantida,-1,100365.80937163498,-0.16050987892669272
67,2023-01-05 01:00:00,1708.0210555037459,-1,Posição mantida,-1,100487.02016138683,0.017102144389978726
68,2023-01-05 02:00:00,1705.197609854337,-1,Posição mantida,-1,100519.27610920128,0.03209961621177484
69,2023-01-05 03:00:00,1711.916316780217,-1,Posição mantida,-1,100442.51944840733,-0.07636014082569133
70,2023-01-05 04:00:00,1738.7919137025247,-1,Posição mantida,-1,100135.48401742957,-0.3818094465331924
71,2023-01-05 05:00:00,1752.6210363666387,-1,Posição mantida,-1,99977.4956888542,-0.5389816175740392
72,2023-01-05 06:00:00,1752.431086238129,-1,Posição mantida,-1,99979.66573998795,-0.5368227767847388
73,2023-01-05 07:00:00,1778.3802715680372,-1,Posição mantida,-1,99683.21393189147,-0.8317431339254133
74,2023-01-05 08:00:00,1746.583265489,-1,Posição mantida,-1,100046.47311804097,-0.4703605213458444
75,2023-01-05 09:00:00,1734.8483506891694,-1,Posição mantida,-1,100180.53654492853,-0.33698965749092014
76,2023-01-05 10:00:00,1752.3099724362798,-1,Posição mantida,-1,99981.04938286872,-0.5354462817140155
77,2023-01-05 11:00:00,1763.9742198944773,-1,Posição mantida,-1,99847.79328233589,-0.668013989810188
78,2023-01-05 12:00:00,1742.2584651433817,-1,Posição mantida,-1,100095.88102298345,-0.421207854459544
79,2023-01-05 13:00:00,1754.62620923235,-1,Posição mantida,-1,99954.58795151953,-0.5617710150123773
80,2023-01-05 14:00:00,1724.4548473295383,-1,Posição mantida,-1,100299.27525769529,-0.218864341270212
81,2023-01-05 15:00:00,1741.2390460049298,-1,Posição mantida,-1,100107.5271938732,-0.4096218469388542
82,2023-01-05 16:00:00,1761.5917200265446,-1,Posição mantida,-1,99875.01172425067,-0.6409361566140832
83,2023-01-05 17:00:00,1755.2613956428195,-1,Posição mantida,-1,99947.3313784338,-0.5689901011087077
84,2023-01-05 18:00:00,1759.0494421106507,-1,Posição mantida,-1,99904.055521783,-0.6120423974700391
85,2023-01-05 19:00:00,1777.0685994910305,-1,Posição mantida,-1,99698.19889399777,-0.8168355831686562
86,2023-01-05 20:00:00,1802.7676128048097,-1,Posição mantida,-1,99404.60513117608,-1.108912659512442
87,2023-01-05 21:00:00,1786.1821809649666,-1,Posição mantida,-1,99594.08241897808,-0.9204141991811533
88,2023-01-05 22:00:00,1794.1827852853519,-1,Posição mantida,-1,99502.68095159139,-1.011343492471522
89,2023-01-05 23:00:00,1810.851797862235,1,LONG: 1810.85 | Stop: 1757.14 | Target: 1865.18,1,100000.0,-0.5165935622508402
90,2023-01-06 00:00:00,1809.3902277706493,1,Posição mantida,1,99983.85765093188,-0.5326525209828773
91,2023-01-06 01:00:00,1813.7069329828882,1,Posição mantida,1,100031.53361444623,-0.48522284842678
92,2023-01-06 02:00:00,1839.855836648298,1,Posição mantida,1,100320.33586426347,-0.19791253243973558
93,2023-01-06 03:00:00,1851.428610715555,1,Posição mantida,1,100448.15166985197,-0.07075701507444516
94,2023-01-06 04:00:00,1857.4443966902056,1,Posição mantida,1,100514.59317524465,-0.004658742221287622
95,2023-01-06 05:00:00,1884.6713886187695,1,LONG: 1884.67 | Stop: 1825.84 | Target: 1941.21,1,100000.0,-0.5165935622508402
96,2023-01-06 06:00:00,1931.853188107798,1,Posição mantida,1,100500.68993219669,-0.018490162010714285
97,2023-01-06 07:00:00,1924.5350944853735,1,Posição mantida,1,100423.0308382388,-0.09574807408871462
98,2023-01-06 08:00:00,1924.9928873673116,1,Posição mantida,1,100427.8889040502,-0.09091510473255288
99,2023-01-06 09:00:00,1933.6570944887746,1,Posição mantida,1,100519.83285962553,0.0005538742874004333
100,2023-01-06 10:00:00,1903.4683266502657,1,Posição mantida,1,100199.47178213675,-0.31870434756508
101,2023-01-06 11:00:00,1904.1203804125466,1,Posição mantida,1,100206.39133072457,-0.3118205830472077
102,2023-01-06 12:00:00,1900.69251235575,1,Posição mantida,1,100170.01503640083,-0.34800875933928027
103,2023-01-06 13:00:00,1891.2907631771993,1,Posição mantida,1,100070.24433647588,-0.44726350050491454
104,2023-01-06 14:00:00,1894.7497649098225,1,Posição mantida,1,100106.95101917411,-0.41074664442389214
105,2023-01-06 15:00:00,1908.7957204365632,1,Posição mantida,1,100256.00570967943,-0.2624627821601413
106,2023-01-06 16:00:00,1896.6679517587381,1,Posição mantida,1,100127.30668287759,-0.3904962489303934
107,2023-01-06 17:00:00,1921.857593526567,1,Posição mantida,1,100394.6173866952,-0.12456792790850621
108,2023-01-06 18:00:00,1920.0471588573607,1,Posição mantida,1,100375.40518153159,-0.14368077819591188
109,2023-01-06 19:00:00,1957.5304056509472,1,LONG: 1957.53 | Stop: 1900.34 | Target: 2016.26,1,100000.0,-0.5171445722074264
110,2023-01-06 20:00:00,1939.9017948148946,1,Posição mantida,1,99819.8892769669,-0.6963238624123935
111,2023-01-06 21:00:00,1978.208778038464,1,Posição mantida,1,100211.26999946282,-0.306967144079531
112,2023-01-06 22:00:00,1954.1775878521116,1,Posição mantida,1,99965.74441153857,-0.5512230097524472
113,2023-01-06 23:00:00,1942.744818205271,1,Posição mantida,1,99848.93631891496,-0.6674270356651595
114,2023-01-07 00:00:00,1952.018879786572,1,Posição mantida,1,99943.68898844723,-0.5731643744203933
115,2023-01-07 01:00:00,1935.6801741481245,1,Posição mantida,1,99776.75716872906,-0.7392329152936047
116,2023-01-07 02:00:00,1948.5130438861574,1,Posição mantida,1,99907.87002093293,-0.6087981060883798
117,2023-01-07 03:00:00,1929.3770561310137,1,Posição mantida,1,99712.3584958,-0.8032985539810411
118,2023-01-07 04:00:00,1932.89521057534,1,Posição mantida,1,99748.30332132272,-0.7675396151725032
119,2023-01-07 05:00:00,1910.362037155504,1,Posição mantida,1,99518.08290324095,-0.9965694608580445
120,2023-01-07 06:00:00,1887.11449129395,0,Aguardando momentum,0,100000.0,-0.5171445722074264
121,2023-01-07 07:00:00,1905.5968725723142,0,Aguardando momentum,0,100000.0,-0.5171445722074264
122,2023-01-07 08:00:00,1898.4356103557686,0,Aguardando momentum,0,100000.0,-0.5171445722074264
123,2023-01-07 09:00:00,1907.8309680791156,0,Aguardando momentum,0,100000.0,-0.5171445722074264
124,2023-01-07 10:00:00,1873.4835079613997,1,LONG: 1873.48 | Stop: 1812.13 | Target: 1929.69,1,100000.0,-0.5171445722074264
125,2023-01-07 11:00:00,1896.0324296402687,1,Posição mantida,1,100240.71652174195,-0.2776729028920682
126,2023-01-07 12:00:00,1926.8903047970393,1,Posição mantida,1,100570.13362123218,0.050040633948218345
127,2023-01-07 13:00:00,1916.186100645808,1,Posição mantida,1,100455.86302204362,-0.11362279741908882
128,2023-01-07 14:00:00,1930.8249885261557,1,LONG: 1930.82 | Stop: 1869.78 | Target: 1988.75,1,100000.0,-0.5669015250386534
129,2023-01-07 15:00:00,1889.1030514787224,1,Posição mantida,1,99567.83305275865,-0.9966185112653778
130,2023-01-07 16:00:00,1852.9218316889346,-1,SHORT: 1852.92 | Stop: 1922.88 | Target: 1797.33,-1,100000.0,-0.5669015250386534
131,2023-01-07 17:00:00,1861.3180108174993,-1,Posição mantida,-1,99909.3736283423,-0.6570141344133328
132,2023-01-07 18:00:00,1894.2880497293538,-1,Posição mantida,-1,99553.50282636895,-1.0108674993831388
133,2023-01-07 19:00:00,1884.9077263532572,-1,Posição mantida,-1,99654.75181826566,-0.9101924895655691
134,2023-01-07 20:00:00,1886.5206981913777,-1,Posição mantida,-1,99637.34178174351,-0.9275038283251682
135,2023-01-07 21:00:00,1846.6127187439151,-1,Posição mantida,-1,100068.09907290335,-0.4991885068181286
136,2023-01-07 22:00:00,1859.8981607990045,-1,Posição mantida,-1,99924.69915362042,-0.6417754897717455
137,2023-01-07 23:00:00,1868.9362799339174,-1,Posição mantida,-1,99827.14383336522,-0.7387777674286589
138,2023-01-08 00:00:00,1891.9325149435808,-1,Posição mantida,-1,99578.92791171781,-0.9855865492308611
139,2023-01-08 01:00:00,1873.053611637431,-1,Posição mantida,-1,99782.70232878474,-0.7829673324419201
140,2023-01-08 02:00:00,1835.4260747439594,-1,Posição mantida,-1,100188.84506238483,-0.37912702819244015
141,2023-01-08 03:00:00,1822.0076055362697,-1,Posição mantida,-1,100333.68084528948,-0.2351123215498847
142,2023-01-08 04:00:00,1839.3387239377842,-1,Posição mantida,-1,100146.61285240263,-0.4211198231321984
143,2023-01-08 05:00:00,1821.5799676247264,-1,Posição mantida,-1,100338.29666776219,-0.23052266624516413
144,2023-01-08 06:00:00,1814.0363704225208,-1,Posição mantida,-1,100419.7204717586,-0.14956045503535312
145,2023-01-08 07:00:00,1833.7780764514998,-1,Posição mantida,-1,100206.6331661707,-0.3614397654382171
146,2023-01-08 08:00:00,1794.4978313954343,-1,SHORT: 1794.50 | Stop: 1858.71 | Target: 1740.66,-1,100000.0,-0.5669015250386534
147,2023-01-08 09:00:00,1781.454975392465,-1,Posição mantida,-1,100145.364968124,-0.42236063313581446
148,2023-01-08 10:00:00,1779.6164343520488,-1,Posição mantida,-1,100165.85583758341,-0.4019859267278684
149,2023-01-08 11:00:00,1791.094644790926,-1,Posição mantida,-1,100037.92912473861,-0.5291874210866168
150,2023-01-08 12:00:00,1773.9698637917968,-1,Posição mantida,-1,100228.78787864206,-0.33941064836971635
151,2023-01-08 13:00:00,1717.735519261693,-1,SHORT: 1717.74 | Stop: 1787.77 | Target: 1666.20,-1,100000.0,-0.5669015250386534
152,2023-01-08 14:00:00,1741.5984712086886,-1,Posição mantida,-1,99722.1580193294,-0.8431684152836275
153,2023-01-08 15:00:00,1738.489125751914,-1,Posição mantida,-1,99758.36086222237,-0.8071708068591326
154,2023-01-08 16:00:00,1710.7036627594528,-1,Posição mantida,-1,100081.87356462493,-0.48549210290018946
155,2023-01-08 17:00:00,1700.6035233726757,-1,Posição mantida,-1,100199.47187092436,-0.368560463192586
156,2023-01-08 18:00:00,1704.641513660176,-1,Posição mantida,-1,100152.45659712671,-0.41530920668607196
157,2023-01-08 19:00:00,1728.2479731572844,-1,Posição mantida,-1,99877.60101857696,-0.6886066247693788
158,2023-01-08 20:00:00,1731.3207358746067,-1,Posição mantida,-1,99841.82411715218,-0.7241807063943653
159,2023-01-08 21:00:00,1749.4486460783278,-1,Posição mantida,-1,99630.75658084702,-0.9340516976173459
160,2023-01-08 22:00:00,1707.0786353280305,-1,Posição mantida,-1,100124.08061443875,-0.4435243254954378
161,2023-01-08 23:00:00,1695.023519743823,-1,Posição mantida,-1,100264.44116993787,-0.3039594761259924
162,2023-01-09 00:00:00,1678.4372973399584,-1,Posição mantida,-1,100457.5584713836,-0.11193695960727086
163,2023-01-09 01:00:00,1699.7862435539625,-1,Posição mantida,-1,100208.98765271438,-0.3590986265146549
164,2023-01-09 02:00:00,1696.7708363563322,-1,Posição mantida,-1,100244.09675028868,-0.3241885629499318
165,2023-01-09 03:00:00,1701.1236813467676,-1,Posição mantida,-1,100193.41554888572,-0.37458245184922706
166,2023-01-09 04:00:00,1704.554468135829,-1,Posição mantida,-1,100153.4700887076,-0.41430146060441164
167,2023-01-09 05:00:00,1698.711159320295,-1,Posição mantida,-1,100221.50511214409,-0.34665212875334483
168,2023-01-09 06:00:00,1692.4488603930404,-1,Posição mantida,-1,100294.41853632416,-0.2741520518869156
169,2023-01-09 07:00:00,1717.4798048393293,-1,Posição mantida,-1,100002.97734336277,-0.5639410602808119
170,2023-01-09 08:00:00,1715.2284319245612,-1,Posição mantida,-1,100029.19060948578,-0.5378763975632123
171,2023-01-09 09:00:00,1692.519961402336,-1,Posição mantida,-1,100293.5906904946,-0.27497520464583647
172,2023-01-09 10:00:00,1686.0544392169718,-1,Posição mantida,-1,100368.87029102522,-0.20012236531867209
173,2023-01-09 11:00:00,1693.0831072713995,-1,Posição mantida,-1,100287.03385025059,-0.28149487406251006
174,2023-01-09 12:00:00,1696.8661277227013,-1,Posição mantida,-1,100242.98725042329,-0.3252917730436608
175,2023-01-09 13:00:00,1693.184735828457,-1,Posição mantida,-1,100285.85056497858,-0.2826714512722683
176,2023-01-09 14:00:00,1671.9836854887894,-1,Posição mantida,-1,100532.6993970826,-0.0372220089619857
177,2023-01-09 15:00:00,1674.2950562943713,-1,Posição mantida,-1,100505.78756135861,-0.02676923616434207
178,2023-01-09 16:00:00,1704.364863754456,-1,Posição mantida,-1,100155.67769726254,-0.37502394950214973
179,2023-01-09 17:00:00,1686.9957267562265,-1,Posição mantida,-1,100357.91065808175,-0.17386257411678216
180,2023-01-09 18:00:00,1657.1871262427767,-1,SHORT: 1657.19 | Stop: 1714.26 | Target: 1607.47,-1,100000.0,-0.5298767468468665
181,2023-01-09 19:00:00,1681.4739387579643,-1,Posição mantida,-1,99706.89112737375,-0.8214325037141282
182,2023-01-09 20:00:00,1661.2892318870765,-1,Posição mantida,-1,99950.49315096237,-0.5791212706033484
183,2023-01-09 21:00:00,1647.478103160065,-1,Posição mantida,-1,100117.17473457236,-0.4133228939461889
184,2023-01-09 22:00:00,1657.4201643799836,-1,Posição mantida,-1,99997.18754589006,-0.5326742984164609
185,2023-01-09 23:00:00,1647.4989591117333,-1,Posição mantida,-1,100116.92303153487,-0.4135732632678095
186,2023-01-10 00:00:00,1635.3918288285292,-1,Posição mantida,-1,100263.03966605947,-0.2682308668128286
187,2023-01-10 01:00:00,1626.8499420755456,-1,Posição mantida,-1,100366.12864880277,-0.16568812861764795
188,2023-01-10 02:00:00,1636.4972270028222,-1,Posição mantida,-1,100249.69900999489,-0.2815008338430473
189,2023-01-10 03:00:00,1650.4519968484644,-1,Posição mantida,-1,100081.28387298762,-0.44902357820114047
190,2023-01-10 04:00:00,1657.396978497092,-1,Posição mantida,-1,99997.46736803597,-0.5323959589830357
191,2023-01-10 05:00:00,1648.2770312348487,-1,Posição mantida,-1,100107.53275676392,-0.42291378115628403
192,2023-01-10 06:00:00,1651.714980318449,-1,Posição mantida,-1,100066.0413762293,-0.46418530851350037
193,2023-01-10 07:00:00,1666.8318566314122,-1,Posição mantida,-1,99883.60119100728,-0.6456587856171225
194,2023-01-10 08:00:00,1645.2469369459163,-1,Posição mantida,-1,100144.10188333929,-0.38653842587916154
195,2023-01-10 09:00:00,1609.835023943548,-1,Posição mantida,-1,100571.47562335446,0.03857076006554134
196,2023-01-10 10:00:00,1618.1748330593564,-1,Posição mantida,-1,100470.82544349557,-0.10007825701576388
197,2023-01-10 11:00:00,1601.7684421319836,-1,SHORT: 1601.77 | Stop: 1659.50 | Target: 1553.72,-1,100000.0,-0.5682283369239485
198,2023-01-10 12:00:00,1580.7909489143963,-1,Posição mantida,-1,100261.92916111727,-0.30778753152281735
199,2023-01-10 13:00:00,1584.6779591618229,-1,Posição mantida,-1,100213.39517648896,-0.35604573229742326
200,2023-01-10 14:00:00,1592.5957166845933,-1,Posição mantida,-1,100114.53247805509,-0.45434666486415143
201,2023-01-10 15:00:00,1580.459908047552,-1,Posição mantida,-1,100266.06260335694,-0.30367757667323775
202,2023-01-10 16:00:00,1579.8334972288344,-1,Posição mantida,-1,100273.88409368278,-0.29590053027180485
203,2023-01-10 17:00:00,1577.2540942456528,-1,Posição mantida,-1,100306.09103340433,-0.263876599508206
204,2023-01-10 18:00:00,1605.7727481574304,-1,Posição mantida,-1,99950.00143691036,-0.6179427940100591
205,2023-01-10 19:00:00,1618.5382930338176,-1,Posição mantida,-1,99790.60829941795,-0.7764302145281292
206,2023-01-10 20:00:00,1611.281842492708,-1,Posição mantida,-1,99881.2137870807,-0.6863395729210767
207,2023-01-10 21:00:00,1633.717133374965,-1,Posição mantida,-1,99601.08227378414,-0.9648792995784401
208,2023-01-10 22:00:00,1629.3553624613435,-1,Posição mantida,-1,99655.54421471007,-0.9107268268336879
209,2023-01-10 23:00:00,1623.5047010118542,-1,Posição mantida,-1,99728.5967396019,-0.8380894070891342
210,2023-01-11 00:00:00,1625.0445967572143,-1,Posição mantida,-1,99709.36929442498,-0.8572075964740913
211,2023-01-11 01:00:00,1632.4968238858396,-1,Posição mantida,-1,99616.31930127233,-0.949728853198135
212,2023-01-11 02:00:00,1635.9042060987508,-1,Posição mantida,-1,99573.77404787259,-0.9920323524120466
213,2023-01-11 03:00:00,1630.3258663246504,-1,Posição mantida,-1,99643.42631005196,-0.9227758741236882
214,2023-01-11 04:00:00,1640.623559743675,-1,Posição mantida,-1,99514.84725769756,-1.0506243038672605
215,2023-01-11 05:00:00,1654.4214086573174,-1,Posição mantida,-1,99342.56456625838,-1.221928036234065
216,2023-01-11 06:00:00,1653.4149643082476,-1,Posição mantida,-1,99355.13123098465,-1.2094327788577763
217,2023-01-11 07:00:00,1658.7157599880595,-1,Posição mantida,-1,99288.94443968096,-1.2752434780579864
218,2023-01-11 08:00:00,1637.9524138468441,-1,Posição mantida,-1,99548.19971772326,-1.0174613619704944
219,2023-01-11 09:00:00,1642.8925092018414,-1,Posição mantida,-1,99486.51670256257,-1.078793876759967
220,2023-01-11 10:00:00,1643.0080433932314,-1,Posição mantida,-1,99485.07411962296,-1.0802282625345263
221,2023-01-11 11:00:00,1631.5222517992115,-1,Posição mantida,-1,99628.48800257764,-0.9376292979018859
222,2023-01-11 12:00:00,1644.8923399994742,-1,Posição mantida,-1,99461.54641665818,-1.1036222744240372
223,2023-01-11 13:00:00,1684.8096029036965,1,LONG: 1684.81 | Stop: 1630.99 | Target: 1735.35,1,100000.0,-0.5682283369239485
224,2023-01-11 14:00:00,1704.799192600376,1,Posição mantida,1,100237.29197248435,-0.332284724668498
225,2023-01-11 15:00:00,1714.7544026491043,1,Posição mantida,1,100355.46805637621,-0.21478015077278234
226,2023-01-11 16:00:00,1718.6043706391188,1,Posição mantida,1,100401.17016993705,-0.16933772957177068
227,2023-01-11 17:00:00,1726.6604732522874,1,Posição mantida,1,100496.8023719293,-0.07424893685046323
228,2023-01-11 18:00:00,1764.706997533897,1,LONG: 1764.71 | Stop: 1702.98 | Target: 1817.65,1,100000.0,-0.5682283369239485
229,2023-01-11 19:00:00,1770.5311897406648,1,Posição mantida,1,100066.00746996421,-0.502595940108558
230,2023-01-11 20:00:00,1769.163857152111,1,Posição mantida,1,100050.51104375334,-0.518004311234487
231,2023-01-11 21:00:00,1796.8220990601615,1,Posição mantida,1,100363.97092062472,-0.20632560220838034
232,2023-01-11 22:00:00,1789.1527498681119,1,Posição mantida,1,100277.05168470887,-0.2927509383955165
233,2023-01-11 23:00:00,1792.342687993262,1,Posição mantida,1,100313.20429394777,-0.2568037585268535
234,2023-01-12 00:00:00,1796.9045669979366,1,Posição mantida,1,100364.9055566622,-0.2053962770377158
235,2023-01-12 01:00:00,1857.0180478793277,1,LONG: 1857.02 | Stop: 1797.90 | Target: 1912.73,1,100000.0,-0.5682283369239485
236,2023-01-12 02:00:00,1859.8400569805763,1,Posição mantida,1,100030.39290979935,-0.5380081282504909
237,2023-01-12 03:00:00,1851.147935549598,1,Posição mantida,1,99936.77915692383,-0.6310899412549149
238,2023-01-12 04:00:00,1831.2719273721652,1,Posição mantida,1,99722.7154519412,-0.8439372756067671
239,2023-01-12 05:00:00,1843.5830016759214,1,Posição mantida,1,99855.30516282543,-0.7121009770316241
240,2023-01-12 06:00:00,1815.8137882024948,1,Posição mantida,1,99556.23199544143,-1.0094747259304175
241,2023-01-12 07:00:00,1835.8366015591507,1,Posição mantida,1,99771.87678553404,-0.79505529064221
242,2023-01-12 08:00:00,1853.916080134278,1,Posição mantida,1,99966.59194832714,-0.6014465545803863
243,2023-01-12 09:00:00,1888.0622379724716,1,Posição mantida,1,100334.3445167762,-0.23578366043502572
244,2023-01-12 10:00:00,1883.573640984211,1,Posição mantida,1,100286.00253115698,-0.2838509531933251
245,2023-01-12 11:00:00,1876.5877974846776,1,Posição mantida,1,100210.76531407649,-0.35866065108644907
246,2023-01-12 12:00:00,1864.191186469981,1,Posição mantida,1,100077.25437670188,-0.41747397461932184
247,2023-01-12 13:00:00,1850.8894431743622,1,Posição mantida,1,99933.99520578743,-0.5600249489122733
248,2023-01-12 14:00:00,1827.5414951798273,1,Posição mantida,1,99682.53886672601,-0.8102382224956495
249,2023-01-12 15:00:00,1793.9427121094932,1,LONG: 1793.94 | Stop: 1732.08 | Target: 1847.76,1,100000.0,-0.4943464470547814
250,2023-01-12 16:00:00,1794.6404777853447,1,Posição mantida,1,100007.77912997044,-0.48660577293696167
251,2023-01-12 17:00:00,1800.0628951331012,1,Posição mantida,1,100068.23164399058,-0.4264521037720316
