datetime,price,equity,position,action,confidence
2023-01-04 15:00:00,2010.451411024724,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-04 16:00:00,2000.1496062423337,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-04 17:00:00,1963.0627041668122,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-04 18:00:00,1989.73354022313,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-04 19:00:00,1971.1099784431553,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-04 20:00:00,1949.287129641665,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-04 21:00:00,1952.788103826187,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-04 22:00:00,1962.4165199614406,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-04 23:00:00,1952.8376987959348,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 00:00:00,1962.1305429761908,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 01:00:00,1971.0775846038057,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 02:00:00,1978.9608218441858,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 03:00:00,1988.4379608234744,100000,0,WAIT: Baixa confiança (L:0.30 S:0.00) | Usando estratégia base | Conf: 0.30,0.3
2023-01-05 04:00:00,1975.3123796481684,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 05:00:00,2009.234903673418,100000,0,WAIT: Baixa confiança (L:0.30 S:0.00) | Usando estratégia base | Conf: 0.30,0.3
2023-01-05 06:00:00,2025.4805154824794,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 07:00:00,2008.2629782550375,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 08:00:00,2022.3827203374926,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 09:00:00,2022.492071618253,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 10:00:00,2018.9068599035431,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 11:00:00,2032.1061152063123,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 12:00:00,2024.1253735270345,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 13:00:00,2038.3078418143766,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 14:00:00,2062.3079689442106,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 15:00:00,2071.015521907137,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 16:00:00,2086.3931988969316,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 17:00:00,2102.414152005955,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 18:00:00,2056.437281532773,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 19:00:00,2044.4420505502364,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 20:00:00,2065.550510245608,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 21:00:00,2054.7553345839106,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 22:00:00,2049.937710679709,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-05 23:00:00,2073.8040808750793,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 00:00:00,2058.9241258839024,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 01:00:00,2067.459835067576,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 02:00:00,2060.8475467184644,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 03:00:00,2052.607287811147,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 04:00:00,2080.9477196628527,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 05:00:00,2101.3609881122816,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 06:00:00,2108.3668571411713,100000,0,WAIT: Baixa confiança (L:0.30 S:0.00) | Usando estratégia base | Conf: 0.30,0.3
2023-01-06 07:00:00,2120.516329600845,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 08:00:00,2133.212436459931,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 09:00:00,2122.3174766860066,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 10:00:00,2143.762415071786,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 11:00:00,2139.7228746938295,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 12:00:00,2168.6081267419663,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 13:00:00,2163.8330824590857,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 14:00:00,2184.9950088858536,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 15:00:00,2164.510367072977,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 16:00:00,2172.7677939330415,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 17:00:00,2186.813350373764,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 18:00:00,2163.397314604369,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 19:00:00,2151.5795266360124,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 20:00:00,2148.617624162754,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 21:00:00,2158.466357715805,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 22:00:00,2125.2819013362505,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-06 23:00:00,2114.4188306338565,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 00:00:00,2134.3819187256854,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 01:00:00,2125.6766111718835,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 02:00:00,2104.952582995278,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 03:00:00,2131.216967101978,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 04:00:00,2126.394924490642,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 05:00:00,2132.5414215375745,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 06:00:00,2159.7559996823275,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 07:00:00,2167.2892416169825,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 08:00:00,2138.397907792889,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 09:00:00,2158.4790530650616,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 10:00:00,2151.6991221413223,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 11:00:00,2162.148011795128,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 12:00:00,2156.2850936236337,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 13:00:00,2183.2313991935807,100000,0,WAIT: Baixa confiança (L:0.30 S:0.00) | Usando estratégia base | Conf: 0.30,0.3
2023-01-07 14:00:00,2212.6025434244752,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 15:00:00,2206.999119672514,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 16:00:00,2200.1406874478444,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 17:00:00,2202.3213220296957,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 18:00:00,2217.8342422505643,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 19:00:00,2201.64462983704,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 20:00:00,2239.7421489612957,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 21:00:00,2260.36128283513,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 22:00:00,2271.2420252708175,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-07 23:00:00,2281.4945170567444,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 00:00:00,2274.687088100504,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 01:00:00,2255.0477218053934,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 02:00:00,2248.4938279652333,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 03:00:00,2233.425488809609,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 04:00:00,2238.3666921071035,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 05:00:00,2248.301928378768,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 06:00:00,2229.6060652187184,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 07:00:00,2223.9819443500546,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 08:00:00,2221.652918373727,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 09:00:00,2286.9087158518746,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 10:00:00,2279.077598519477,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 11:00:00,2278.3723070473116,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 12:00:00,2296.260572100489,100000,0,WAIT: Baixa confiança (L:0.30 S:0.00) | Usando estratégia base | Conf: 0.30,0.3
2023-01-08 13:00:00,2314.399971005068,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 14:00:00,2314.0385768861765,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 15:00:00,2333.9748812438334,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 16:00:00,2306.694813128428,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 17:00:00,2273.0062386336967,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 18:00:00,2275.7848646617,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 19:00:00,2248.09762994397,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 20:00:00,2224.731193297857,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 21:00:00,2245.3356765336607,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 22:00:00,2222.702555012455,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-08 23:00:00,2238.243691314013,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 00:00:00,2230.2385564375054,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 01:00:00,2232.021399743783,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 02:00:00,2229.8734368895616,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 03:00:00,2264.865754765466,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 04:00:00,2256.717708709985,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 05:00:00,2255.1307137075614,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 06:00:00,2251.2685881365896,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 07:00:00,2255.1183649947575,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 08:00:00,2248.220132640852,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 09:00:00,2269.4396678981543,100000,0,WAIT: Baixa confiança (L:0.30 S:0.00) | Usando estratégia base | Conf: 0.30,0.3
2023-01-09 10:00:00,2297.554876950263,100000,0,WAIT: Baixa confiança (L:0.30 S:0.00) | Usando estratégia base | Conf: 0.30,0.3
2023-01-09 11:00:00,2315.7919501064143,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 12:00:00,2301.30901454471,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 13:00:00,2318.650566789173,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 14:00:00,2371.823773473732,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 15:00:00,2372.704014957469,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 16:00:00,2341.7451732298987,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 17:00:00,2346.5684704916234,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 18:00:00,2378.0218918382393,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 19:00:00,2386.2130030178773,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 20:00:00,2381.5137450220477,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 21:00:00,2362.60194766919,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 22:00:00,2334.807757773426,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-09 23:00:00,2303.1685178263456,100000,0,WAIT: Baixa confiança (L:0.00 S:0.30) | Usando estratégia base | Conf: 0.30,0.3
2023-01-10 00:00:00,2317.5777808491302,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 01:00:00,2324.930186362675,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 02:00:00,2306.2119705874034,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 03:00:00,2314.8230376467213,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 04:00:00,2326.8842326775875,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 05:00:00,2336.556422993042,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 06:00:00,2326.4137149109783,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 07:00:00,2333.85609973658,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 08:00:00,2320.7571590963494,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 09:00:00,2313.0884378063042,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 10:00:00,2322.834900541056,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 11:00:00,2311.530638960419,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 12:00:00,2287.25439892778,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 13:00:00,2297.9955156428177,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 14:00:00,2315.048090217903,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 15:00:00,2333.0246630739916,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 16:00:00,2345.7186965315577,100000,0,WAIT: Baixa confiança (L:0.30 S:0.00) | Usando estratégia base | Conf: 0.30,0.3
2023-01-10 17:00:00,2368.880519587048,100000,0,WAIT: Baixa confiança (L:0.30 S:0.00) | Usando estratégia base | Conf: 0.30,0.3
2023-01-10 18:00:00,2373.630780454002,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 19:00:00,2363.3404828784974,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 20:00:00,2390.066293079213,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 21:00:00,2384.809543180604,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 22:00:00,2383.0715814098007,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-10 23:00:00,2379.09005815511,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-11 00:00:00,2369.4075184142785,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-11 01:00:00,2383.734423254572,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-11 02:00:00,2379.8564301072097,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-11 03:00:00,2370.6987313713425,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-11 04:00:00,2361.8171499005107,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
2023-01-11 05:00:00,2392.32594748155,100000,0,WAIT: Baixa confiança (L:0.30 S:0.00) | Usando estratégia base | Conf: 0.30,0.3
2023-01-11 06:00:00,2382.5980824791036,100000,0,WAIT: Baixa confiança (L:0.00 S:0.00) | Usando estratégia base | Conf: 0.00,0.0
