datetime,price,equity,position,action
2023-01-09 18:00:00,2080.9281563415416,99691.86106070162,0,NO SIGNAL
2023-01-09 19:00:00,2074.5178042837115,99691.86106070162,1,ENTER LONG: 2074.52
2023-01-09 20:00:00,2074.7898754699104,99691.86106070162,1,HOLDING LONG
2023-01-09 21:00:00,2074.572433553786,99691.86106070162,1,HOLDING LONG
2023-01-09 22:00:00,2076.0439149880713,99691.86106070162,1,HOLDING LONG
2023-01-09 23:00:00,2055.1395718976783,99691.86106070162,1,HOLDING LONG
2023-01-10 00:00:00,2024.645264019546,99452.19638563867,0,STOP LOSS LONG: -240
2023-01-10 01:00:00,2045.7385826320167,99452.19638563867,0,NO SIGNAL
2023-01-10 02:00:00,2049.7374373770044,99452.19638563867,0,NO SIGNAL
2023-01-10 03:00:00,2054.1665710608263,99452.19638563867,0,NO SIGNAL
2023-01-10 04:00:00,2062.3097079345875,99452.19638563867,0,NO SIGNAL
2023-01-10 05:00:00,2062.637049887116,99452.19638563867,-1,ENTER SHORT: 2062.64
2023-01-10 06:00:00,2081.353276011997,99452.19638563867,-1,HOLDING SHORT
2023-01-10 07:00:00,2095.3079757505498,99452.19638563867,-1,HOLDING SHORT
2023-01-10 08:00:00,2110.97150344735,99219.14677722947,0,STOP LOSS SHORT: -233
2023-01-10 09:00:00,2107.90909887002,99219.14677722947,0,NO SIGNAL
2023-01-10 10:00:00,2080.55620516617,99219.14677722947,1,ENTER LONG: 2080.56
2023-01-10 11:00:00,2088.9008063541296,99219.14677722947,1,HOLDING LONG
2023-01-10 12:00:00,2077.8241360503407,99219.14677722947,1,HOLDING LONG
2023-01-10 13:00:00,2073.7917965880292,99219.14677722947,1,HOLDING LONG
2023-01-10 14:00:00,2065.682520999841,99219.14677722947,1,HOLDING LONG
2023-01-10 15:00:00,2059.0613783712693,99219.14677722947,1,HOLDING LONG
2023-01-10 16:00:00,2053.798844169389,99219.14677722947,1,HOLDING LONG
2023-01-10 17:00:00,2062.438477793295,99219.14677722947,1,HOLDING LONG
2023-01-10 18:00:00,2073.6585148059057,99219.14677722947,1,HOLDING LONG
2023-01-10 19:00:00,2074.517387106434,99219.14677722947,1,HOLDING LONG
2023-01-10 20:00:00,2077.960645771848,99206.7688761723,0,EXIT LONG: -12
2023-01-10 21:00:00,2094.5899036778005,99206.7688761723,0,NO SIGNAL
2023-01-10 22:00:00,2097.1330857600124,99206.7688761723,0,NO SIGNAL
2023-01-10 23:00:00,2103.884745250585,99206.7688761723,0,NO SIGNAL
2023-01-11 00:00:00,2081.7956987252746,99206.7688761723,0,NO SIGNAL
2023-01-11 01:00:00,2093.9185466058893,99206.7688761723,0,NO SIGNAL
2023-01-11 02:00:00,2103.1326630241824,99206.7688761723,1,ENTER LONG: 2103.13
2023-01-11 03:00:00,2094.3616292435727,99206.7688761723,1,HOLDING LONG
2023-01-11 04:00:00,2101.2425693201703,99206.7688761723,1,HOLDING LONG
2023-01-11 05:00:00,2101.2718826791047,99206.7688761723,1,HOLDING LONG
2023-01-11 06:00:00,2077.2593524514846,99206.7688761723,1,HOLDING LONG
2023-01-11 07:00:00,2079.728416737836,99206.7688761723,1,HOLDING LONG
2023-01-11 08:00:00,2081.4533763561994,99206.7688761723,1,HOLDING LONG
2023-01-11 09:00:00,2072.0564404766237,99206.7688761723,1,HOLDING LONG
2023-01-11 10:00:00,2091.229982849136,99206.7688761723,1,HOLDING LONG
2023-01-11 11:00:00,2110.372561747489,99206.7688761723,1,HOLDING LONG
2023-01-11 12:00:00,2120.4702642712577,99206.7688761723,1,HOLDING LONG
2023-01-11 13:00:00,2114.548719797268,99206.7688761723,1,HOLDING LONG
2023-01-11 14:00:00,2119.4002078635363,99206.7688761723,1,HOLDING LONG
2023-01-11 15:00:00,2126.1413888520815,99206.7688761723,1,HOLDING LONG
2023-01-11 16:00:00,2139.0410628029294,99376.15221466511,0,EXIT LONG: +169
2023-01-11 17:00:00,2140.9788993894053,99376.15221466511,0,NO SIGNAL
2023-01-11 18:00:00,2158.5324639972614,99376.15221466511,0,NO SIGNAL
2023-01-11 19:00:00,2181.033812461011,99376.15221466511,0,NO SIGNAL
2023-01-11 20:00:00,2202.302663852459,99376.15221466511,0,NO SIGNAL
2023-01-11 21:00:00,2201.5720645474817,99376.15221466511,0,NO SIGNAL
2023-01-11 22:00:00,2205.868205695366,99376.15221466511,0,NO SIGNAL
2023-01-11 23:00:00,2214.627624764362,99376.15221466511,0,NO SIGNAL
2023-01-12 00:00:00,2227.4681772941885,99376.15221466511,0,NO SIGNAL
2023-01-12 01:00:00,2217.930444144319,99376.15221466511,0,NO SIGNAL
2023-01-12 02:00:00,2220.2564065383544,99376.15221466511,0,NO SIGNAL
2023-01-12 03:00:00,2206.0816107157875,99376.15221466511,0,NO SIGNAL
2023-01-12 04:00:00,2227.4755901028716,99376.15221466511,0,NO SIGNAL
2023-01-12 05:00:00,2225.331845761934,99376.15221466511,0,NO SIGNAL
2023-01-12 06:00:00,2260.417480953477,99376.15221466511,0,NO SIGNAL
2023-01-12 07:00:00,2264.2655378796576,99376.15221466511,0,NO SIGNAL
2023-01-12 08:00:00,2257.0985280230843,99376.15221466511,0,NO SIGNAL
2023-01-12 09:00:00,2257.833143925241,99376.15221466511,0,NO SIGNAL
2023-01-12 10:00:00,2262.879336721924,99376.15221466511,0,NO SIGNAL
2023-01-12 11:00:00,2263.6658857013094,99376.15221466511,0,NO SIGNAL
2023-01-12 12:00:00,2258.9651401211363,99376.15221466511,0,NO SIGNAL
2023-01-12 13:00:00,2256.8903985639595,99376.15221466511,-1,ENTER SHORT: 2256.89
2023-01-12 14:00:00,2258.8077142247125,99376.15221466511,-1,HOLDING SHORT
2023-01-12 15:00:00,2264.327650928204,99376.15221466511,-1,HOLDING SHORT
2023-01-12 16:00:00,2270.711696506525,99376.15221466511,-1,HOLDING SHORT
2023-01-12 17:00:00,2264.599722199812,99376.15221466511,-1,HOLDING SHORT
2023-01-12 18:00:00,2274.7232215120744,99376.15221466511,-1,HOLDING SHORT
2023-01-12 19:00:00,2302.6812443836643,99174.52443215903,0,STOP LOSS SHORT: -202
2023-01-12 20:00:00,2332.9239702938835,99174.52443215903,0,NO SIGNAL
2023-01-12 21:00:00,2301.72720436428,99174.52443215903,0,NO SIGNAL
2023-01-12 22:00:00,2325.5476234977627,99174.52443215903,0,NO SIGNAL
2023-01-12 23:00:00,2310.759859241877,99174.52443215903,0,NO SIGNAL
2023-01-13 00:00:00,2295.5594024512825,99174.52443215903,-1,ENTER SHORT: 2295.56
2023-01-13 01:00:00,2274.4743443700227,99174.52443215903,-1,HOLDING SHORT
2023-01-13 02:00:00,2291.789490424132,99174.52443215903,-1,HOLDING SHORT
2023-01-13 03:00:00,2293.3364271506434,99174.52443215903,-1,HOLDING SHORT
2023-01-13 04:00:00,2303.5965300627277,99174.52443215903,-1,HOLDING SHORT
2023-01-13 05:00:00,2284.8511343878363,99174.52443215903,-1,HOLDING SHORT
2023-01-13 06:00:00,2295.9278131772526,99174.52443215903,-1,HOLDING SHORT
2023-01-13 07:00:00,2297.5945992710385,99174.52443215903,-1,HOLDING SHORT
2023-01-13 08:00:00,2278.0325729297033,99174.52443215903,-1,HOLDING SHORT
2023-01-13 09:00:00,2255.1397292794377,99174.52443215903,-1,HOLDING SHORT
2023-01-13 10:00:00,2265.680796173159,99174.52443215903,-1,HOLDING SHORT
2023-01-13 11:00:00,2277.0448894239444,99174.52443215903,-1,HOLDING SHORT
2023-01-13 12:00:00,2282.637175930331,99174.52443215903,-1,HOLDING SHORT
2023-01-13 13:00:00,2289.3837722164517,99174.52443215903,-1,HOLDING SHORT
2023-01-13 14:00:00,2297.4280958649597,99174.52443215903,-1,HOLDING SHORT
2023-01-13 15:00:00,2279.6060915596154,99174.52443215903,-1,HOLDING SHORT
2023-01-13 16:00:00,2284.8911612029137,99174.52443215903,-1,HOLDING SHORT
2023-01-13 17:00:00,2267.3010018971854,99174.52443215903,-1,HOLDING SHORT
2023-01-13 18:00:00,2290.395869920857,99174.52443215903,-1,HOLDING SHORT
2023-01-13 19:00:00,2283.8011673434003,99174.52443215903,-1,HOLDING SHORT
2023-01-13 20:00:00,2275.0026944871515,99174.52443215903,-1,HOLDING SHORT
2023-01-13 21:00:00,2273.772555865439,99174.52443215903,-1,HOLDING SHORT
2023-01-13 22:00:00,2260.7564287608857,99174.52443215903,-1,HOLDING SHORT
2023-01-13 23:00:00,2274.200972109023,99174.52443215903,-1,HOLDING SHORT
2023-01-14 00:00:00,2273.792267907107,99174.52443215903,-1,HOLDING SHORT
2023-01-14 01:00:00,2265.5224543120985,99174.52443215903,-1,HOLDING SHORT
2023-01-14 02:00:00,2253.6324183569973,99174.52443215903,-1,HOLDING SHORT
2023-01-14 03:00:00,2231.923583444808,99174.52443215903,-1,HOLDING SHORT
2023-01-14 04:00:00,2237.9326029613912,99174.52443215903,-1,HOLDING SHORT
2023-01-14 05:00:00,2246.5301134856695,99174.52443215903,-1,HOLDING SHORT
2023-01-14 06:00:00,2271.7199610786924,99174.52443215903,-1,HOLDING SHORT
2023-01-14 07:00:00,2290.7492121594373,99174.52443215903,-1,HOLDING SHORT
2023-01-14 08:00:00,2289.2085387116053,99174.52443215903,-1,HOLDING SHORT
2023-01-14 09:00:00,2297.4189646659593,99174.52443215903,-1,HOLDING SHORT
2023-01-14 10:00:00,2295.2192568013165,99174.52443215903,-1,HOLDING SHORT
2023-01-14 11:00:00,2298.7833315115718,99174.52443215903,-1,HOLDING SHORT
2023-01-14 12:00:00,2295.804493623513,99173.46557040958,0,EXIT SHORT: -1
2023-01-14 13:00:00,2285.967968752903,99173.46557040958,0,NO SIGNAL
2023-01-14 14:00:00,2291.0168626472405,99173.46557040958,0,NO SIGNAL
2023-01-14 15:00:00,2301.795065155872,99173.46557040958,0,NO SIGNAL
2023-01-14 16:00:00,2270.798608214001,99173.46557040958,0,NO SIGNAL
2023-01-14 17:00:00,2262.603943479684,99173.46557040958,0,NO SIGNAL
2023-01-14 18:00:00,2260.717007072711,99173.46557040958,0,NO SIGNAL
2023-01-14 19:00:00,2256.070015842242,99173.46557040958,0,NO SIGNAL
2023-01-14 20:00:00,2272.66569641847,99173.46557040958,0,NO SIGNAL
2023-01-14 21:00:00,2269.909904042274,99173.46557040958,0,NO SIGNAL
2023-01-14 22:00:00,2277.4487449273565,99173.46557040958,-1,ENTER SHORT: 2277.45
2023-01-14 23:00:00,2264.2272845935336,99173.46557040958,-1,HOLDING SHORT
2023-01-15 00:00:00,2279.4772289948833,99173.46557040958,-1,HOLDING SHORT
2023-01-15 01:00:00,2273.44071291703,99173.46557040958,-1,HOLDING SHORT
2023-01-15 02:00:00,2275.0351261605715,99173.46557040958,-1,HOLDING SHORT
2023-01-15 03:00:00,2257.756139780961,99173.46557040958,-1,HOLDING SHORT
2023-01-15 04:00:00,2258.6292304037293,99173.46557040958,-1,HOLDING SHORT
2023-01-15 05:00:00,2245.158115645557,99173.46557040958,-1,HOLDING SHORT
2023-01-15 06:00:00,2251.1812251786123,99173.46557040958,-1,HOLDING SHORT
2023-01-15 07:00:00,2252.9568425597768,99173.46557040958,-1,HOLDING SHORT
2023-01-15 08:00:00,2276.9179893071537,99173.46557040958,-1,HOLDING SHORT
2023-01-15 09:00:00,2309.9720533467334,99173.46557040958,-1,HOLDING SHORT
2023-01-15 10:00:00,2307.8449263155194,99173.46557040958,-1,HOLDING SHORT
2023-01-15 11:00:00,2306.9249691777654,99045.10881518711,0,EXIT SHORT: -128
2023-01-15 12:00:00,2295.6363441092285,99045.10881518711,0,NO SIGNAL
2023-01-15 13:00:00,2282.121631372102,99045.10881518711,0,NO SIGNAL
2023-01-15 14:00:00,2295.1249375982993,99045.10881518711,0,NO SIGNAL
2023-01-15 15:00:00,2298.3865593501155,99045.10881518711,0,NO SIGNAL
2023-01-15 16:00:00,2281.0001029472737,99045.10881518711,0,NO SIGNAL
2023-01-15 17:00:00,2285.046287750653,99045.10881518711,0,NO SIGNAL
2023-01-15 18:00:00,2262.489168051514,99045.10881518711,0,NO SIGNAL
2023-01-15 19:00:00,2275.7839294061287,99045.10881518711,0,NO SIGNAL
2023-01-15 20:00:00,2294.624492018052,99045.10881518711,0,NO SIGNAL
2023-01-15 21:00:00,2283.3235206736654,99045.10881518711,0,NO SIGNAL
2023-01-15 22:00:00,2279.17054111616,99045.10881518711,0,NO SIGNAL
2023-01-15 23:00:00,2261.76908488221,99045.10881518711,0,NO SIGNAL
2023-01-16 00:00:00,2252.0431153036166,99045.10881518711,-1,ENTER SHORT: 2252.04
2023-01-16 01:00:00,2238.8682147099375,99045.10881518711,-1,HOLDING SHORT
2023-01-16 02:00:00,2243.9743303412088,99045.10881518711,-1,HOLDING SHORT
2023-01-16 03:00:00,2238.4943647814866,99045.10881518711,-1,HOLDING SHORT
2023-01-16 04:00:00,2224.162997304699,99045.10881518711,-1,HOLDING SHORT
2023-01-16 05:00:00,2214.1507414215034,99211.7599005467,0,EXIT SHORT: +167
